mode,path,sample_idx,status,decision,e2e_ms,arbitration_ms,total_ms
userspace_semantic_plane,allow,8,ok,ALLOW,56.7,0.008,50.62
userspace_semantic_plane,allow,9,ok,ALLOW,67.077,0.015,60.628
userspace_semantic_plane,allow,10,ok,ALLOW,93.985,0.011,40.086
userspace_semantic_plane,allow,11,ok,ALLOW,19.721,0.01,16.363
userspace_semantic_plane,allow,12,ok,ALLOW,17.051,0.076,14.061
userspace_semantic_plane,allow,13,ok,ALLOW,4.75,0.007,3.908
userspace_semantic_plane,allow,14,ok,ALLOW,7.835,0.088,7.443
userspace_semantic_plane,allow,15,ok,ALLOW,46.079,0.017,36.668
userspace_semantic_plane,allow,16,ok,ALLOW,7.473,0.007,2.973
userspace_semantic_plane,allow,17,ok,ALLOW,2.398,0.005,2.243
userspace_semantic_plane,allow,18,ok,ALLOW,1.366,0.006,1.147
userspace_semantic_plane,allow,19,ok,ALLOW,6.317,0.005,6.054
userspace_semantic_plane,allow,20,ok,ALLOW,25.584,0.091,24.834
userspace_semantic_plane,allow,21,ok,ALLOW,5.736,0.032,5.252
userspace_semantic_plane,allow,22,ok,ALLOW,1.4,0.006,1.18
userspace_semantic_plane,allow,23,ok,ALLOW,4.24,0.006,1.214
userspace_semantic_plane,allow,24,ok,ALLOW,4.401,0.013,4.076
userspace_semantic_plane,allow,25,ok,ALLOW,15.894,0.01,8.259
userspace_semantic_plane,allow,26,ok,ALLOW,9.916,0.008,9.198
userspace_semantic_plane,allow,27,ok,ALLOW,1.492,0.007,1.155
userspace_semantic_plane,allow,28,ok,ALLOW,1.417,0.006,1.132
userspace_semantic_plane,allow,29,ok,ALLOW,43.414,0.005,43.093
userspace_semantic_plane,allow,30,ok,ALLOW,19.796,0.007,15.66
userspace_semantic_plane,allow,31,ok,ALLOW,104.66,0.018,102.342
userspace_semantic_plane,allow,32,ok,ALLOW,4.984,0.008,4.573
userspace_semantic_plane,allow,33,ok,ALLOW,1.323,0.006,1.127
userspace_semantic_plane,allow,34,ok,ALLOW,6.094,0.005,4.719
userspace_semantic_plane,allow,35,ok,ALLOW,2.097,0.006,1.733
userspace_semantic_plane,allow,36,ok,ALLOW,13.694,0.072,10.116
userspace_semantic_plane,allow,37,ok,ALLOW,19.167,0.031,18.591
userspace_semantic_plane,allow,38,ok,ALLOW,26.088,0.035,24.716
userspace_semantic_plane,allow,39,ok,ALLOW,11.061,0.008,5.638
userspace_semantic_plane,deny,0,error,DENY,1.749,0.008,1.031
userspace_semantic_plane,deny,1,error,DENY,2.086,0.008,1.622
userspace_semantic_plane,deny,2,error,DENY,4.434,0.008,1.122
userspace_semantic_plane,deny,3,error,DENY,1.519,0.015,1.132
userspace_semantic_plane,deny,4,error,DENY,1.616,0.008,0.75
userspace_semantic_plane,deny,5,error,DENY,1.337,0.007,0.587
userspace_semantic_plane,deny,6,error,DENY,0.615,0.006,0.453
userspace_semantic_plane,deny,7,error,DENY,0.754,0.008,0.587
userspace_semantic_plane,deny,8,error,DENY,1.989,0.007,0.631
userspace_semantic_plane,deny,9,error,DENY,0.817,0.006,0.542
userspace_semantic_plane,deny,10,error,DENY,0.812,0.006,0.551
userspace_semantic_plane,deny,11,error,DENY,0.711,0.007,0.531
userspace_semantic_plane,deny,12,error,DENY,0.651,0.006,0.424
userspace_semantic_plane,deny,13,error,DENY,1.258,0.059,0.666
userspace_semantic_plane,deny,14,error,DENY,1.491,0.007,1.241
userspace_semantic_plane,deny,15,error,DENY,1.152,0.007,0.913
userspace_semantic_plane,deny,16,error,DENY,0.89,0.007,0.637
userspace_semantic_plane,deny,17,error,DENY,0.681,0.006,0.493
userspace_semantic_plane,deny,18,error,DENY,1.042,0.006,0.839
userspace_semantic_plane,deny,19,error,DENY,0.939,0.006,0.706
userspace_semantic_plane,deny,20,error,DENY,0.72,0.006,0.487
userspace_semantic_plane,deny,21,error,DENY,0.666,0.007,0.491
userspace_semantic_plane,deny,22,error,DENY,0.651,0.005,0.469
userspace_semantic_plane,deny,23,error,DENY,0.588,0.005,0.436
userspace_semantic_plane,deny,24,error,DENY,0.56,0.005,0.399
userspace_semantic_plane,deny,25,error,DENY,0.696,0.007,0.553
userspace_semantic_plane,deny,26,error,DENY,0.607,0.005,0.457
userspace_semantic_plane,deny,27,error,DENY,1.004,0.006,0.849
userspace_semantic_plane,deny,28,error,DENY,1.111,0.007,0.561
userspace_semantic_plane,deny,29,error,DENY,0.956,0.006,0.687
userspace_semantic_plane,deny,30,error,DENY,0.672,0.007,0.476
userspace_semantic_plane,deny,31,error,DENY,0.723,0.007,0.527
userspace_semantic_plane,deny,32,error,DENY,0.685,0.006,0.486
userspace_semantic_plane,deny,33,error,DENY,1.602,0.008,1.211
userspace_semantic_plane,deny,34,error,DENY,1.145,0.007,0.723
userspace_semantic_plane,deny,35,error,DENY,0.779,0.007,0.598
userspace_semantic_plane,deny,36,error,DENY,2.318,0.008,1.846
userspace_semantic_plane,deny,37,error,DENY,3.254,0.007,2.629
userspace_semantic_plane,deny,38,error,DENY,0.739,0.006,0.57
userspace_semantic_plane,deny,39,error,DENY,1.548,0.007,1.301
userspace_semantic_plane,defer,0,error,DEFER,1.116,0.01,0.812
userspace_semantic_plane,defer,1,error,DEFER,0.622,0.01,0.445
userspace_semantic_plane,defer,2,error,DEFER,0.668,0.009,0.464
userspace_semantic_plane,defer,3,error,DEFER,0.655,0.007,0.456
userspace_semantic_plane,defer,4,error,DEFER,0.663,0.007,0.456
userspace_semantic_plane,defer,5,error,DEFER,1.516,0.01,1.342
userspace_semantic_plane,defer,6,error,DEFER,2.241,0.021,1.489
userspace_semantic_plane,defer,7,error,DEFER,2.554,0.01,0.682
userspace_semantic_plane,defer,8,error,DEFER,4.665,0.009,0.466
userspace_semantic_plane,defer,9,error,DEFER,3.224,0.01,0.538
userspace_semantic_plane,defer,10,error,DEFER,0.808,0.008,0.598
userspace_semantic_plane,defer,11,error,DEFER,0.69,0.01,0.472
userspace_semantic_plane,defer,12,error,DEFER,1.809,0.01,1.002
userspace_semantic_plane,defer,13,error,DEFER,1.355,0.01,1.097
userspace_semantic_plane,defer,14,error,DEFER,0.631,0.009,0.465
userspace_semantic_plane,defer,15,error,DEFER,9.219,0.014,7.553
userspace_semantic_plane,defer,16,error,DEFER,0.989,0.013,0.695
userspace_semantic_plane,defer,17,error,DEFER,1.721,0.01,1.286
userspace_semantic_plane,defer,18,error,DEFER,1.394,0.06,0.895
userspace_semantic_plane,defer,19,error,DEFER,2.634,0.016,1.175
userspace_semantic_plane,defer,20,error,DEFER,0.641,0.009,0.431
userspace_semantic_plane,defer,21,error,DEFER,2.483,0.012,0.535
userspace_semantic_plane,defer,22,error,DEFER,1.184,0.01,0.508
userspace_semantic_plane,defer,23,error,DEFER,6.983,0.01,0.472
userspace_semantic_plane,defer,24,error,DEFER,2.098,0.071,1.065
userspace_semantic_plane,defer,25,error,DEFER,4.484,0.012,0.55
userspace_semantic_plane,defer,26,error,DEFER,5.148,0.013,2.358
userspace_semantic_plane,defer,27,error,DEFER,1.655,0.011,1.068
userspace_semantic_plane,defer,28,error,DEFER,5.002,0.011,2.08
userspace_semantic_plane,defer,29,error,DEFER,1.292,0.013,0.876
userspace_semantic_plane,defer,30,error,DEFER,0.674,0.011,0.481
userspace_semantic_plane,defer,31,error,DEFER,0.811,0.011,0.564
userspace_semantic_plane,defer,32,error,DEFER,0.705,0.01,0.509
userspace_semantic_plane,defer,33,error,DEFER,0.8,0.012,0.594
userspace_semantic_plane,defer,34,error,DEFER,1.117,0.011,0.644
userspace_semantic_plane,defer,35,error,DEFER,1.201,0.02,0.768
userspace_semantic_plane,defer,36,error,DEFER,1.079,0.014,0.539
userspace_semantic_plane,defer,37,error,DEFER,0.929,0.01,0.664
userspace_semantic_plane,defer,38,error,DEFER,0.797,0.01,0.591
userspace_semantic_plane,defer,39,error,DEFER,0.649,0.013,0.468
