mode,samples,avg_ms,std_ms,ci95_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms
noop,2000,0.003187,0.000392,1.7e-05,0.003125,0.003375,0.004333,0.002958,0.011667
