iteration,decision,reason,thread_ms
2745,DENY,hash_mismatch,0.013
2746,DENY,hash_mismatch,0.012
2747,DENY,hash_mismatch,0.122
2748,DENY,hash_mismatch,0.010
2749,DENY,hash_mismatch,0.084
2750,DENY,hash_mismatch,0.053
2751,DENY,hash_mismatch,0.010
2752,DENY,hash_mismatch,0.082
2753,DENY,hash_mismatch,0.026
2754,DENY,hash_mismatch,0.015
2755,DENY,hash_mismatch,0.012
2756,DENY,hash_mismatch,0.073
2757,DENY,hash_mismatch,0.013
2758,DENY,hash_mismatch,0.079
2759,DENY,hash_mismatch,0.013
2760,DENY,hash_mismatch,0.062
2761,DENY,hash_mismatch,0.013
2762,DENY,hash_mismatch,0.064
2763,DENY,hash_mismatch,0.013
2764,DENY,hash_mismatch,0.098
2765,DENY,hash_mismatch,0.016
2766,DENY,hash_mismatch,0.013
2767,DENY,hash_mismatch,0.013
2768,DENY,hash_mismatch,0.077
2769,DENY,hash_mismatch,0.013
2770,DENY,hash_mismatch,0.063
2771,DENY,hash_mismatch,0.013
2772,DENY,hash_mismatch,0.078
2773,DENY,hash_mismatch,0.013
2774,DENY,hash_mismatch,0.061
2775,DENY,hash_mismatch,0.013
2776,DENY,hash_mismatch,0.337
2777,DENY,hash_mismatch,0.013
2778,DENY,hash_mismatch,0.254
2779,DENY,hash_mismatch,0.019
2780,DENY,hash_mismatch,0.014
2781,DENY,hash_mismatch,0.012
2782,DENY,hash_mismatch,0.151
2783,DENY,hash_mismatch,0.013
2784,DENY,hash_mismatch,0.285
2785,DENY,hash_mismatch,0.021
2786,DENY,hash_mismatch,0.013
2787,DENY,hash_mismatch,0.224
2788,DENY,hash_mismatch,0.017
2789,DENY,hash_mismatch,0.015
2790,DENY,hash_mismatch,0.013
2791,DENY,hash_mismatch,0.386
2792,DENY,hash_mismatch,0.018
2793,DENY,hash_mismatch,0.076
2794,DENY,hash_mismatch,0.016
2795,DENY,hash_mismatch,0.014
2796,DENY,hash_mismatch,0.012
2797,DENY,hash_mismatch,0.063
2798,DENY,hash_mismatch,0.016
2799,DENY,hash_mismatch,0.014
2800,DENY,hash_mismatch,0.012
2801,DENY,hash_mismatch,0.062
2802,DENY,hash_mismatch,0.015
2803,DENY,hash_mismatch,0.014
2804,DENY,hash_mismatch,0.011
2805,DENY,hash_mismatch,0.063
2806,DENY,hash_mismatch,0.016
2807,DENY,hash_mismatch,0.013
2808,DENY,hash_mismatch,0.012
2809,DENY,hash_mismatch,0.264
2810,DENY,hash_mismatch,0.015
2811,DENY,hash_mismatch,0.014
2812,DENY,hash_mismatch,0.026
2813,DENY,hash_mismatch,0.015
2814,DENY,hash_mismatch,0.015
2815,DENY,hash_mismatch,0.012
2816,DENY,hash_mismatch,0.059
2817,DENY,hash_mismatch,0.019
2818,DENY,hash_mismatch,0.010
2819,DENY,hash_mismatch,0.183
2820,DENY,hash_mismatch,0.015
2821,DENY,hash_mismatch,0.014
2822,DENY,hash_mismatch,0.012
2823,DENY,hash_mismatch,0.116
2824,DENY,hash_mismatch,0.016
2825,DENY,hash_mismatch,0.013
2826,DENY,hash_mismatch,0.012
2827,DENY,hash_mismatch,0.350
2828,DENY,hash_mismatch,0.016
2829,DENY,hash_mismatch,0.014
2830,DENY,hash_mismatch,0.011
2831,DENY,hash_mismatch,0.118
2832,DENY,hash_mismatch,0.013
2833,DENY,hash_mismatch,0.479
2834,DENY,hash_mismatch,0.014
2835,DENY,hash_mismatch,0.062
2836,DENY,hash_mismatch,0.012
2837,DENY,hash_mismatch,0.061
2838,DENY,hash_mismatch,0.015
2839,DENY,hash_mismatch,0.013
2840,DENY,hash_mismatch,0.012
2841,DENY,hash_mismatch,0.012
2842,DENY,hash_mismatch,0.238
2843,DENY,hash_mismatch,0.028
2844,DENY,hash_mismatch,0.017
2845,DENY,hash_mismatch,0.012
2846,DENY,hash_mismatch,0.082
2847,DENY,hash_mismatch,0.013
2848,DENY,hash_mismatch,0.097
2849,DENY,hash_mismatch,0.013
2850,DENY,hash_mismatch,0.012
2851,DENY,hash_mismatch,0.011
2852,DENY,hash_mismatch,0.103
2853,DENY,hash_mismatch,0.017
2854,DENY,hash_mismatch,0.014
2855,DENY,hash_mismatch,0.012
2856,DENY,hash_mismatch,0.065
2857,DENY,hash_mismatch,0.015
2858,DENY,hash_mismatch,0.014
2859,DENY,hash_mismatch,0.012
2860,DENY,hash_mismatch,0.049
2861,DENY,hash_mismatch,0.015
2862,DENY,hash_mismatch,0.014
2863,DENY,hash_mismatch,0.012
2864,DENY,hash_mismatch,0.061
2865,DENY,hash_mismatch,0.012
2866,DENY,hash_mismatch,0.064
2867,DENY,hash_mismatch,0.016
2868,DENY,hash_mismatch,0.013
2869,DENY,hash_mismatch,0.012
2870,DENY,hash_mismatch,0.062
2871,DENY,hash_mismatch,0.015
2872,DENY,hash_mismatch,0.014
2873,DENY,hash_mismatch,0.012
2874,DENY,hash_mismatch,0.059
2875,DENY,hash_mismatch,0.024
2876,DENY,hash_mismatch,0.015
2877,DENY,hash_mismatch,0.036
2878,DENY,hash_mismatch,0.137
2879,DENY,hash_mismatch,0.016
2880,DENY,hash_mismatch,0.013
2881,DENY,hash_mismatch,0.013
2882,DENY,hash_mismatch,0.073
2883,DENY,hash_mismatch,0.015
2884,DENY,hash_mismatch,0.013
2885,DENY,hash_mismatch,0.012
2886,DENY,hash_mismatch,0.109
2887,DENY,hash_mismatch,0.016
2888,DENY,hash_mismatch,0.014
2889,DENY,hash_mismatch,0.011
2890,DENY,hash_mismatch,0.133
2891,DENY,hash_mismatch,0.015
2892,DENY,hash_mismatch,0.013
2893,DENY,hash_mismatch,0.011
2894,DENY,hash_mismatch,0.098
2895,DENY,hash_mismatch,0.016
2896,DENY,hash_mismatch,0.014
2897,DENY,hash_mismatch,0.012
2898,DENY,hash_mismatch,0.120
2899,DENY,hash_mismatch,0.015
2900,DENY,hash_mismatch,0.023
2901,DENY,hash_mismatch,0.012
2902,DENY,hash_mismatch,0.076
2903,DENY,hash_mismatch,0.011
2904,DENY,hash_mismatch,0.064
2905,DENY,hash_mismatch,0.012
2906,DENY,hash_mismatch,0.067
2907,DENY,hash_mismatch,0.012
2908,DENY,hash_mismatch,0.101
2909,DENY,hash_mismatch,0.016
2910,DENY,hash_mismatch,0.014
2911,DENY,hash_mismatch,0.011
2912,DENY,hash_mismatch,0.136
2913,DENY,hash_mismatch,0.014
2914,DENY,hash_mismatch,0.065
2915,DENY,hash_mismatch,0.016
2916,DENY,hash_mismatch,0.013
2917,DENY,hash_mismatch,0.011
2918,DENY,hash_mismatch,0.060
2919,DENY,hash_mismatch,0.014
2920,DENY,hash_mismatch,0.129
2921,DENY,hash_mismatch,0.016
2922,DENY,hash_mismatch,0.014
2923,DENY,hash_mismatch,0.012
2924,DENY,hash_mismatch,0.012
2925,DENY,hash_mismatch,0.009
2926,DENY,hash_mismatch,0.090
2927,DENY,hash_mismatch,0.009
2928,DENY,hash_mismatch,0.060
2929,DENY,hash_mismatch,0.013
2930,DENY,hash_mismatch,0.087
2931,DENY,hash_mismatch,0.013
2932,DENY,hash_mismatch,0.085
2933,DENY,hash_mismatch,0.012
2934,DENY,hash_mismatch,0.082
2935,DENY,hash_mismatch,0.013
2936,DENY,hash_mismatch,0.100
2937,DENY,hash_mismatch,0.013
2938,DENY,hash_mismatch,0.123
2939,DENY,hash_mismatch,0.013
2940,DENY,hash_mismatch,0.125
2941,DENY,hash_mismatch,0.016
2942,DENY,hash_mismatch,0.012
2943,DENY,hash_mismatch,0.012
2944,DENY,hash_mismatch,0.072
2945,DENY,hash_mismatch,0.019
2946,DENY,hash_mismatch,0.013
2947,DENY,hash_mismatch,0.012
2948,DENY,hash_mismatch,0.075
2949,DENY,hash_mismatch,0.016
2950,DENY,hash_mismatch,0.012
2951,DENY,hash_mismatch,0.011
2952,DENY,hash_mismatch,0.060
2953,DENY,hash_mismatch,0.015
2954,DENY,hash_mismatch,0.014
2955,DENY,hash_mismatch,0.012
2956,DENY,hash_mismatch,0.059
2957,DENY,hash_mismatch,0.012
2958,DENY,hash_mismatch,0.093
2959,DENY,hash_mismatch,0.012
2960,DENY,hash_mismatch,0.057
2961,DENY,hash_mismatch,0.013
2962,DENY,hash_mismatch,0.067
2963,DENY,hash_mismatch,0.016
2964,DENY,hash_mismatch,0.010
2965,DENY,hash_mismatch,0.055
2966,DENY,hash_mismatch,0.015
2967,DENY,hash_mismatch,0.015
2968,DENY,hash_mismatch,0.012
2969,DENY,hash_mismatch,0.012
2970,DENY,hash_mismatch,0.014
2971,DENY,hash_mismatch,0.014
2972,DENY,hash_mismatch,0.009
2973,DENY,hash_mismatch,0.060
2974,DENY,hash_mismatch,0.012
2975,DENY,hash_mismatch,0.072
2976,DENY,hash_mismatch,0.012
2977,DENY,hash_mismatch,0.059
2978,DENY,hash_mismatch,0.015
2979,DENY,hash_mismatch,0.013
2980,DENY,hash_mismatch,0.012
2981,DENY,hash_mismatch,0.069
2982,DENY,hash_mismatch,0.016
2983,DENY,hash_mismatch,0.140
2984,DENY,hash_mismatch,0.017
2985,DENY,hash_mismatch,0.014
2986,DENY,hash_mismatch,0.012
2987,DENY,hash_mismatch,0.063
2988,DENY,hash_mismatch,0.012
2989,DENY,hash_mismatch,0.060
2990,DENY,hash_mismatch,0.013
2991,DENY,hash_mismatch,0.064
2992,DENY,hash_mismatch,0.013
2993,DENY,hash_mismatch,0.062
2994,DENY,hash_mismatch,0.012
2995,DENY,hash_mismatch,0.059
2996,DENY,hash_mismatch,0.012
2997,DENY,hash_mismatch,0.089
2998,DENY,hash_mismatch,0.013
2999,DENY,hash_mismatch,0.182
3000,DENY,hash_mismatch,0.012
3001,DENY,hash_mismatch,0.125
3002,DENY,hash_mismatch,0.095
3003,DENY,hash_mismatch,0.033
3004,DENY,hash_mismatch,0.011
3005,DENY,hash_mismatch,0.064
3006,DENY,hash_mismatch,0.012
3007,DENY,hash_mismatch,0.071
3008,DENY,hash_mismatch,0.017
3009,DENY,hash_mismatch,0.015
3010,DENY,hash_mismatch,0.012
3011,DENY,hash_mismatch,0.069
3012,DENY,hash_mismatch,0.013
3013,DENY,hash_mismatch,0.072
3014,DENY,hash_mismatch,0.013
3015,DENY,hash_mismatch,0.076
3016,DENY,hash_mismatch,0.012
3017,DENY,hash_mismatch,0.070
3018,DENY,hash_mismatch,0.013
3019,DENY,hash_mismatch,0.068
3020,DENY,hash_mismatch,0.013
3021,DENY,hash_mismatch,0.076
3022,DENY,hash_mismatch,0.012
3023,DENY,hash_mismatch,0.075
3024,DENY,hash_mismatch,0.016
3025,DENY,hash_mismatch,0.086
3026,DENY,hash_mismatch,0.018
3027,DENY,hash_mismatch,0.017
3028,DENY,hash_mismatch,0.013
3029,DENY,hash_mismatch,0.062
3030,DENY,hash_mismatch,0.016
3031,DENY,hash_mismatch,0.016
3032,DENY,hash_mismatch,0.012
3033,DENY,hash_mismatch,0.062
3034,DENY,hash_mismatch,0.033
3035,DENY,hash_mismatch,0.012
3036,DENY,hash_mismatch,0.062
3037,DENY,hash_mismatch,0.016
3038,DENY,hash_mismatch,0.015
3039,DENY,hash_mismatch,0.012
3040,DENY,hash_mismatch,0.155
3041,DENY,hash_mismatch,0.016
3042,DENY,hash_mismatch,0.014
3043,DENY,hash_mismatch,0.012
3044,DENY,hash_mismatch,0.064
3045,DENY,hash_mismatch,0.015
3046,DENY,hash_mismatch,0.016
3047,DENY,hash_mismatch,0.019
3048,DENY,hash_mismatch,0.069
3049,DENY,hash_mismatch,0.017
3050,DENY,hash_mismatch,0.016
3051,DENY,hash_mismatch,0.012
3052,DENY,hash_mismatch,0.063
3053,DENY,hash_mismatch,0.016
3054,DENY,hash_mismatch,0.027
3055,DENY,hash_mismatch,0.014
3056,DENY,hash_mismatch,0.013
3057,DENY,hash_mismatch,0.056
3058,DENY,hash_mismatch,0.015
3059,DENY,hash_mismatch,0.014
3060,DENY,hash_mismatch,0.012
3061,DENY,hash_mismatch,0.064
3062,DENY,hash_mismatch,0.016
3063,DENY,hash_mismatch,0.015
3064,DENY,hash_mismatch,0.012
3065,DENY,hash_mismatch,0.087
3066,DENY,hash_mismatch,0.012
3067,DENY,hash_mismatch,0.066
3068,DENY,hash_mismatch,0.015
3069,DENY,hash_mismatch,0.015
3070,DENY,hash_mismatch,0.012
3071,DENY,hash_mismatch,0.064
3072,DENY,hash_mismatch,0.025
3073,DENY,hash_mismatch,0.016
3074,DENY,hash_mismatch,0.012
3075,DENY,hash_mismatch,0.090
3076,DENY,hash_mismatch,0.016
3077,DENY,hash_mismatch,0.015
3078,DENY,hash_mismatch,0.012
3079,DENY,hash_mismatch,0.210
3080,DENY,hash_mismatch,0.016
3081,DENY,hash_mismatch,0.014
3082,DENY,hash_mismatch,0.012
3083,DENY,hash_mismatch,0.093
3084,DENY,hash_mismatch,0.016
3085,DENY,hash_mismatch,0.014
3086,DENY,hash_mismatch,0.012
3087,DENY,hash_mismatch,0.167
3088,DENY,hash_mismatch,0.016
3089,DENY,hash_mismatch,0.016
3090,DENY,hash_mismatch,0.011
3091,DENY,hash_mismatch,0.012
3092,DENY,hash_mismatch,0.012
3093,DENY,hash_mismatch,0.161
3094,DENY,hash_mismatch,0.012
3095,DENY,hash_mismatch,0.012
3096,DENY,hash_mismatch,0.012
3097,DENY,hash_mismatch,0.064
3098,DENY,hash_mismatch,0.029
3099,DENY,hash_mismatch,0.016
3100,DENY,hash_mismatch,0.014
3101,DENY,hash_mismatch,0.009
3102,DENY,hash_mismatch,0.072
3103,DENY,hash_mismatch,0.013
3104,DENY,hash_mismatch,0.156
3105,DENY,hash_mismatch,0.010
3106,DENY,hash_mismatch,0.140
3107,DENY,hash_mismatch,0.016
3108,DENY,hash_mismatch,0.015
3109,DENY,hash_mismatch,0.011
3110,DENY,hash_mismatch,0.060
3111,DENY,hash_mismatch,0.012
3112,DENY,hash_mismatch,0.114
3113,DENY,hash_mismatch,0.016
3114,DENY,hash_mismatch,0.014
3115,DENY,hash_mismatch,0.012
3116,DENY,hash_mismatch,0.060
3117,DENY,hash_mismatch,0.012
3118,DENY,hash_mismatch,0.127
3119,DENY,hash_mismatch,0.015
3120,DENY,hash_mismatch,0.014
3121,DENY,hash_mismatch,0.012
3122,DENY,hash_mismatch,0.150
3123,DENY,hash_mismatch,0.016
3124,DENY,hash_mismatch,0.014
3125,DENY,hash_mismatch,0.012
3126,DENY,hash_mismatch,0.062
3127,DENY,hash_mismatch,0.016
3128,DENY,hash_mismatch,0.014
3129,DENY,hash_mismatch,0.012
3130,DENY,hash_mismatch,0.060
3131,DENY,hash_mismatch,0.016
3132,DENY,hash_mismatch,0.189
3133,DENY,hash_mismatch,0.018
3134,DENY,hash_mismatch,0.014
3135,DENY,hash_mismatch,0.012
3136,DENY,hash_mismatch,0.064
3137,DENY,hash_mismatch,0.015
3138,DENY,hash_mismatch,0.014
3139,DENY,hash_mismatch,0.012
3140,DENY,hash_mismatch,0.085
3141,DENY,hash_mismatch,0.015
3142,DENY,hash_mismatch,0.012
3143,DENY,hash_mismatch,0.012
3144,DENY,hash_mismatch,0.148
3145,DENY,hash_mismatch,0.012
3146,DENY,hash_mismatch,0.012
3147,DENY,hash_mismatch,0.012
3148,DENY,hash_mismatch,0.079
3149,DENY,hash_mismatch,0.017
3150,DENY,hash_mismatch,0.015
3151,DENY,hash_mismatch,0.009
3152,DENY,hash_mismatch,0.061
3153,DENY,hash_mismatch,0.013
3154,DENY,hash_mismatch,0.087
3155,DENY,hash_mismatch,0.013
3156,DENY,hash_mismatch,0.159
3157,DENY,hash_mismatch,0.012
3158,DENY,hash_mismatch,0.012
3159,DENY,hash_mismatch,0.012
3160,DENY,hash_mismatch,0.060
3161,DENY,hash_mismatch,0.025
3162,DENY,hash_mismatch,0.009
3163,DENY,hash_mismatch,0.192
3164,DENY,hash_mismatch,0.016
3165,DENY,hash_mismatch,0.015
3166,DENY,hash_mismatch,0.290
3167,DENY,hash_mismatch,0.014
3168,DENY,hash_mismatch,0.013
3169,DENY,hash_mismatch,0.012
3170,DENY,hash_mismatch,0.070
3171,DENY,hash_mismatch,0.016
3172,DENY,hash_mismatch,0.012
3173,DENY,hash_mismatch,0.012
3174,DENY,hash_mismatch,0.092
3175,DENY,hash_mismatch,0.085
3176,DENY,hash_mismatch,0.015
3177,DENY,hash_mismatch,0.012
3178,DENY,hash_mismatch,0.011
3179,DENY,hash_mismatch,0.061
3180,DENY,hash_mismatch,0.016
3181,DENY,hash_mismatch,0.014
3182,DENY,hash_mismatch,0.012
3183,DENY,hash_mismatch,0.070
3184,DENY,hash_mismatch,0.015
3185,DENY,hash_mismatch,0.013
3186,DENY,hash_mismatch,0.011
3187,DENY,hash_mismatch,0.061
3188,DENY,hash_mismatch,0.016
3189,DENY,hash_mismatch,0.015
3190,DENY,hash_mismatch,0.011
3191,DENY,hash_mismatch,0.070
3192,DENY,hash_mismatch,0.015
3193,DENY,hash_mismatch,0.013
3194,DENY,hash_mismatch,0.011
3195,DENY,hash_mismatch,0.060
3196,DENY,hash_mismatch,0.013
3197,DENY,hash_mismatch,0.070
3198,DENY,hash_mismatch,0.015
3199,DENY,hash_mismatch,0.013
3200,DENY,hash_mismatch,0.014
3201,DENY,hash_mismatch,0.064
3202,DENY,hash_mismatch,0.013
3203,DENY,hash_mismatch,0.096
3204,DENY,hash_mismatch,0.013
3205,DENY,hash_mismatch,0.089
3206,DENY,hash_mismatch,0.013
3207,DENY,hash_mismatch,0.066
3208,DENY,hash_mismatch,0.013
3209,DENY,hash_mismatch,0.059
3210,DENY,hash_mismatch,0.016
3211,DENY,hash_mismatch,0.013
3212,DENY,hash_mismatch,0.012
3213,DENY,hash_mismatch,0.101
3214,DENY,hash_mismatch,0.024
3215,DENY,hash_mismatch,0.017
3216,DENY,hash_mismatch,0.084
3217,DENY,hash_mismatch,0.018
3218,DENY,hash_mismatch,0.136
3219,DENY,hash_mismatch,0.030
3220,DENY,hash_mismatch,0.032
3221,DENY,hash_mismatch,0.024
3222,DENY,hash_mismatch,0.027
3223,DENY,hash_mismatch,0.022
3224,DENY,hash_mismatch,0.020
3225,DENY,hash_mismatch,0.029
3226,DENY,hash_mismatch,0.010
3227,DENY,hash_mismatch,0.137
3228,DENY,hash_mismatch,0.047
3229,DENY,hash_mismatch,0.022
3230,DENY,hash_mismatch,0.041
3231,DENY,hash_mismatch,0.023
3232,DENY,hash_mismatch,0.025
3233,DENY,hash_mismatch,0.022
3234,DENY,hash_mismatch,0.031
3235,DENY,hash_mismatch,0.023
3236,DENY,hash_mismatch,0.023
3237,DENY,hash_mismatch,0.018
3238,DENY,hash_mismatch,0.019
3239,DENY,hash_mismatch,0.012
3240,DENY,hash_mismatch,0.157
3241,DENY,hash_mismatch,0.033
3242,DENY,hash_mismatch,0.028
3243,DENY,hash_mismatch,0.013
3244,DENY,hash_mismatch,0.066
3245,DENY,hash_mismatch,0.031
3246,DENY,hash_mismatch,0.023
3247,DENY,hash_mismatch,0.016
3248,DENY,hash_mismatch,0.012
3249,DENY,hash_mismatch,0.065
3250,DENY,hash_mismatch,0.195
3251,DENY,hash_mismatch,0.022
3252,DENY,hash_mismatch,0.030
3253,DENY,hash_mismatch,0.013
3254,DENY,hash_mismatch,0.012
3255,DENY,hash_mismatch,0.013
3256,DENY,hash_mismatch,0.264
3257,DENY,hash_mismatch,0.014
3258,DENY,hash_mismatch,0.078
3259,DENY,hash_mismatch,0.015
3260,DENY,hash_mismatch,0.073
3261,DENY,hash_mismatch,0.022
3262,DENY,hash_mismatch,0.009
3263,DENY,hash_mismatch,0.257
3264,DENY,hash_mismatch,0.020
3265,DENY,hash_mismatch,0.009
3266,DENY,hash_mismatch,0.604
3267,DENY,hash_mismatch,0.017
3268,DENY,hash_mismatch,0.014
3269,DENY,hash_mismatch,0.013
3270,DENY,hash_mismatch,0.064
3271,DENY,hash_mismatch,0.015
3272,DENY,hash_mismatch,0.015
3273,DENY,hash_mismatch,0.010
3274,DENY,hash_mismatch,0.058
3275,DENY,hash_mismatch,0.016
3276,DENY,hash_mismatch,0.015
3277,DENY,hash_mismatch,0.009
3278,DENY,hash_mismatch,0.089
3279,DENY,hash_mismatch,0.013
3280,DENY,hash_mismatch,0.063
3281,DENY,hash_mismatch,0.016
3282,DENY,hash_mismatch,0.014
3283,DENY,hash_mismatch,0.009
3284,DENY,hash_mismatch,0.138
3285,DENY,hash_mismatch,0.016
3286,DENY,hash_mismatch,0.014
3287,DENY,hash_mismatch,0.012
3288,DENY,hash_mismatch,0.351
3289,DENY,hash_mismatch,0.030
3290,DENY,hash_mismatch,0.012
3291,DENY,hash_mismatch,0.012
3292,DENY,hash_mismatch,0.012
3293,DENY,hash_mismatch,0.381
3294,DENY,hash_mismatch,0.016
3295,DENY,hash_mismatch,0.015
3296,DENY,hash_mismatch,0.012
3297,DENY,hash_mismatch,0.183
3298,DENY,hash_mismatch,0.012
3299,DENY,hash_mismatch,0.012
3300,DENY,hash_mismatch,0.012
3301,DENY,hash_mismatch,0.378
3302,DENY,hash_mismatch,0.020
3303,DENY,hash_mismatch,0.246
3304,DENY,hash_mismatch,0.021
3305,DENY,hash_mismatch,0.013
3306,DENY,hash_mismatch,0.055
3307,DENY,hash_mismatch,0.016
3308,DENY,hash_mismatch,0.015
3309,DENY,hash_mismatch,0.009
3310,DENY,hash_mismatch,0.065
3311,DENY,hash_mismatch,0.016
3312,DENY,hash_mismatch,0.009
3313,DENY,hash_mismatch,0.059
3314,DENY,hash_mismatch,0.015
3315,DENY,hash_mismatch,0.014
3316,DENY,hash_mismatch,0.011
3317,DENY,hash_mismatch,0.053
3318,DENY,hash_mismatch,0.015
3319,DENY,hash_mismatch,0.012
3320,DENY,hash_mismatch,0.012
3321,DENY,hash_mismatch,0.068
3322,DENY,hash_mismatch,0.012
3323,DENY,hash_mismatch,0.060
3324,DENY,hash_mismatch,0.012
3325,DENY,hash_mismatch,0.065
3326,DENY,hash_mismatch,0.015
3327,DENY,hash_mismatch,0.015
3328,DENY,hash_mismatch,0.012
3329,DENY,hash_mismatch,0.061
3330,DENY,hash_mismatch,0.013
3331,DENY,hash_mismatch,0.121
3332,DENY,hash_mismatch,0.015
3333,DENY,hash_mismatch,0.013
3334,DENY,hash_mismatch,0.012
3335,DENY,hash_mismatch,0.064
3336,DENY,hash_mismatch,0.013
3337,DENY,hash_mismatch,0.118
3338,DENY,hash_mismatch,0.010
3339,DENY,hash_mismatch,0.082
3340,DENY,hash_mismatch,0.013
3341,DENY,hash_mismatch,0.111
3342,DENY,hash_mismatch,0.010
3343,DENY,hash_mismatch,0.082
3344,DENY,hash_mismatch,0.015
3345,DENY,hash_mismatch,0.099
3346,DENY,hash_mismatch,0.017
3347,DENY,hash_mismatch,0.015
3348,DENY,hash_mismatch,0.013
3349,DENY,hash_mismatch,0.066
3350,DENY,hash_mismatch,0.048
3351,DENY,hash_mismatch,0.012
3352,DENY,hash_mismatch,0.062
3353,DENY,hash_mismatch,0.019
3354,DENY,hash_mismatch,0.015
3355,DENY,hash_mismatch,0.012
3356,DENY,hash_mismatch,0.064
3357,DENY,hash_mismatch,0.010
3358,DENY,hash_mismatch,0.060
3359,DENY,hash_mismatch,0.013
3360,DENY,hash_mismatch,0.067
3361,DENY,hash_mismatch,0.013
3362,DENY,hash_mismatch,0.064
3363,DENY,hash_mismatch,0.013
3364,DENY,hash_mismatch,0.080
3365,DENY,hash_mismatch,0.013
3366,DENY,hash_mismatch,0.064
3367,DENY,hash_mismatch,0.016
3368,DENY,hash_mismatch,0.015
3369,DENY,hash_mismatch,0.009
3370,DENY,hash_mismatch,0.079
3371,DENY,hash_mismatch,0.013
3372,DENY,hash_mismatch,0.061
3373,DENY,hash_mismatch,0.016
3374,DENY,hash_mismatch,0.033
3375,DENY,hash_mismatch,0.016
3376,DENY,hash_mismatch,0.012
3377,DENY,hash_mismatch,0.065
3378,DENY,hash_mismatch,0.010
3379,DENY,hash_mismatch,0.065
3380,DENY,hash_mismatch,0.016
3381,DENY,hash_mismatch,0.015
3382,DENY,hash_mismatch,0.013
3383,DENY,hash_mismatch,0.063
3384,DENY,hash_mismatch,0.010
3385,DENY,hash_mismatch,0.074
3386,DENY,hash_mismatch,0.016
3387,DENY,hash_mismatch,0.023
3388,DENY,hash_mismatch,0.017
3389,DENY,hash_mismatch,0.011
3390,DENY,hash_mismatch,0.058
3391,DENY,hash_mismatch,0.027
3392,DENY,hash_mismatch,0.017
3393,DENY,hash_mismatch,0.012
3394,DENY,hash_mismatch,0.129
3395,DENY,hash_mismatch,0.020
3396,DENY,hash_mismatch,0.014
3397,DENY,hash_mismatch,0.179
3398,DENY,hash_mismatch,0.015
3399,DENY,hash_mismatch,0.013
3400,DENY,hash_mismatch,0.011
3401,DENY,hash_mismatch,0.060
3402,DENY,hash_mismatch,0.016
3403,DENY,hash_mismatch,0.014
3404,DENY,hash_mismatch,0.012
3405,DENY,hash_mismatch,0.059
3406,DENY,hash_mismatch,0.016
3407,DENY,hash_mismatch,0.014
3408,DENY,hash_mismatch,0.009
3409,DENY,hash_mismatch,0.142
3410,DENY,hash_mismatch,0.016
3411,DENY,hash_mismatch,0.014
3412,DENY,hash_mismatch,0.012
3413,DENY,hash_mismatch,0.069
3414,DENY,hash_mismatch,0.015
3415,DENY,hash_mismatch,0.013
3416,DENY,hash_mismatch,0.014
3417,DENY,hash_mismatch,0.062
3418,DENY,hash_mismatch,0.016
3419,DENY,hash_mismatch,0.014
3420,DENY,hash_mismatch,0.011
3421,DENY,hash_mismatch,0.070
3422,DENY,hash_mismatch,0.053
3423,DENY,hash_mismatch,0.013
3424,DENY,hash_mismatch,0.061
3425,DENY,hash_mismatch,0.012
3426,DENY,hash_mismatch,0.073
3427,DENY,hash_mismatch,0.010
3428,DENY,hash_mismatch,0.062
3429,DENY,hash_mismatch,0.024
3430,DENY,hash_mismatch,0.064
3431,DENY,hash_mismatch,0.015
3432,DENY,hash_mismatch,0.014
3433,DENY,hash_mismatch,0.012
3434,DENY,hash_mismatch,0.062
3435,DENY,hash_mismatch,0.015
3436,DENY,hash_mismatch,0.014
3437,DENY,hash_mismatch,0.030
3438,DENY,hash_mismatch,0.027
3439,DENY,hash_mismatch,0.027
3440,DENY,hash_mismatch,0.019
3441,DENY,hash_mismatch,0.015
3442,DENY,hash_mismatch,0.027
3443,DENY,hash_mismatch,0.018
3444,DENY,hash_mismatch,0.012
3445,DENY,hash_mismatch,0.067
3446,DENY,hash_mismatch,0.015
3447,DENY,hash_mismatch,0.013
3448,DENY,hash_mismatch,0.011
3449,DENY,hash_mismatch,0.061
3450,DENY,hash_mismatch,0.012
3451,DENY,hash_mismatch,0.069
3452,DENY,hash_mismatch,0.015
3453,DENY,hash_mismatch,0.019
3454,DENY,hash_mismatch,0.016
3455,DENY,hash_mismatch,0.012
3456,DENY,hash_mismatch,0.058
3457,DENY,hash_mismatch,0.015
3458,DENY,hash_mismatch,0.013
3459,DENY,hash_mismatch,0.011
3460,DENY,hash_mismatch,0.070
3461,DENY,hash_mismatch,0.015
3462,DENY,hash_mismatch,0.012
3463,DENY,hash_mismatch,0.011
3464,DENY,hash_mismatch,0.060
3465,DENY,hash_mismatch,0.012
3466,DENY,hash_mismatch,0.088
3467,DENY,hash_mismatch,0.016
3468,DENY,hash_mismatch,0.013
3469,DENY,hash_mismatch,0.012
3470,DENY,hash_mismatch,0.111
3471,DENY,hash_mismatch,0.016
3472,DENY,hash_mismatch,0.017
3473,DENY,hash_mismatch,0.015
3474,DENY,hash_mismatch,0.014
3475,DENY,hash_mismatch,0.012
3476,DENY,hash_mismatch,0.060
3477,DENY,hash_mismatch,0.012
3478,DENY,hash_mismatch,0.062
3479,DENY,hash_mismatch,0.016
3480,DENY,hash_mismatch,0.020
