status,app_id,tool_id,tool_name,requests,restart_after,success_rate,error_rate,post_restart_error_rate,outage_ms,latency_avg_ms,latency_p95_ms,latency_p99_ms
ok,notes_app,2,note_list,80,20,1.0,0.0,0.0,226.259,11.736,24.914,45.336
