mode,samples,avg_ms,std_ms,ci95_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms
noop,2000,0.003144,0.000371,1.6e-05,0.003084,0.003292,0.004042,0.002958,0.01125
