repetition,system,payload_label,payload_bytes,payload_display,requests,errors,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,session_lookup_ms,arbitration_ms,tool_exec_ms,total_ms,tool_exec_share_pct
1,userspace,small,100,100 B,50,0,0.974,0.969,1.096,1.207,0.005,0.005,0.329,0.808,40.834
1,userspace,medium,10240,"10 KB (10,240 B)",50,0,0.876,0.844,1.062,1.083,0.005,0.004,0.301,0.709,42.511
1,userspace,large,1048576,"1 MB (1,048,576 B)",50,0,8.515,8.231,10.443,10.744,0.007,0.006,4.342,4.789,90.665
1,seccomp,small,100,100 B,50,0,0.859,0.811,1.063,1.135,0.004,0.005,0.272,0.693,39.127
1,seccomp,medium,10240,"10 KB (10,240 B)",50,0,0.907,0.895,1.038,1.11,0.004,0.005,0.289,0.715,40.373
1,seccomp,large,1048576,"1 MB (1,048,576 B)",50,0,9.996,9.907,11.099,11.607,0.006,0.007,3.988,6.415,62.132
1,kernel,small,100,100 B,50,0,0.883,0.831,1.068,1.212,0.005,0.028,0.278,0.732,37.806
1,kernel,medium,10240,"10 KB (10,240 B)",50,0,0.838,0.834,0.879,0.891,0.004,0.027,0.269,0.682,39.36
1,kernel,large,1048576,"1 MB (1,048,576 B)",50,0,7.991,8.058,9.031,9.666,0.006,0.038,4.106,4.564,89.982
