system,agents,concurrency,runs,measurement_seconds,requests_mean,errors_mean,throughput_rps,throughput_rps_std,throughput_rps_ci_lo,throughput_rps_ci_hi,error_rate,error_rate_std,error_rate_ci_lo,error_rate_ci_hi,latency_avg_ms,latency_avg_ms_std,latency_avg_ms_ci_lo,latency_avg_ms_ci_hi,latency_p50_ms,latency_p50_ms_std,latency_p50_ms_ci_lo,latency_p50_ms_ci_hi,latency_p95_ms,latency_p95_ms_std,latency_p95_ms_ci_lo,latency_p95_ms_ci_hi,latency_p99_ms,latency_p99_ms_std,latency_p99_ms_ci_lo,latency_p99_ms_ci_hi,throughput_pvalue_vs_userspace,latency_p95_pvalue_vs_userspace
kernel,1,1,1,2.0,2140.0,0.0,1070.0,0.0,1070.0,1070.0,0.0,0.0,0.0,0.0,0.931,0.0,0.931,0.931,0.942,0.0,0.942,0.942,1.019,0.0,1.019,1.019,1.071,0.0,1.071,1.071,1.0,1.0
seccomp,1,1,1,2.0,2155.0,0.0,1077.5,0.0,1077.5,1077.5,0.0,0.0,0.0,0.0,0.923,0.0,0.923,0.923,0.931,0.0,0.931,0.931,1.012,0.0,1.012,1.012,1.066,0.0,1.066,1.066,1.0,1.0
userspace,1,1,1,2.0,2147.0,0.0,1073.5,0.0,1073.5,1073.5,0.0,0.0,0.0,0.0,0.927,0.0,0.927,0.927,0.912,0.0,0.912,0.912,1.007,0.0,1.007,1.007,1.084,0.0,1.084,1.084,,
