scenario_group,attack_case,mode,attack_profile,status,decision,error,latency_ms,unauthorized_success,expected_reject,invariant_violated
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,6.912,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,10.755,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,11.082,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,3.888,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,5.161,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,60.889,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,31.864,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,43.059,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,19.684,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,4.683,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,126.158,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,56.333,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,62.578,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,49.466,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,34.748,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,53.195,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,8.434,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,9.099,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,19.792,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,20.158,1,1,1
B,forged_approval_ticket,userspace_tamper_approval,tamper_approval,ok,ALLOW,,24.196,1,1,1
B,cross_agent_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,42.699,1,1,1
B,cross_tool_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,42.744,1,1,1
B,expired_ticket_replay,userspace_tamper_approval,tamper_approval,ok,ALLOW,,56.225,1,1,1
B,denied_ticket_reuse,userspace_tamper_approval,tamper_approval,ok,ALLOW,,14.9,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.738,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,30.868,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.924,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,21.124,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.983,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,38.156,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,1.739,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,19.757,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.749,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,19.079,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,1.156,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,44.013,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,1.244,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,22.808,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.744,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,36.148,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.126,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.481,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.875,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.179,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.036,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.096,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.137,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.082,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.072,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.532,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.175,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.129,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.411,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.386,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.269,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.154,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.454,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.162,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.141,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.228,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.153,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.245,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.15,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.622,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.551,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,42.995,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.747,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,39.093,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.978,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,5.095,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,2.578,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,48.149,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.685,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,47.745,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.649,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,75.316,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.612,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,46.157,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.862,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,26.994,1,1,1
E1,direct_safe_tool,direct,,ok,,,0.811,1,1,1
E1,direct_risky_tool,direct,,ok,,,78.653,1,1,1
E1,forwarder_fake_session,forwarder_only,,error,,session not found or expired,1.297,0,1,0
