mode,samples,avg_ms,std_ms,ci95_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms
noop,2000,0.003343,0.000433,1.9e-05,0.003291,0.003542,0.00425,0.003166,0.012709
