scenario_group,attack_case,mode,attack_profile,status,decision,error,latency_ms,unauthorized_success,expected_reject,invariant_violated
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,2.484,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.655,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,54.429,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.596,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,6.342,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,1.768,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,50.171,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,1.456,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,36.569,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,1.456,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,29.185,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,0.557,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,40.917,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,6.34,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,115.063,1,1,1
E,toctou_hash_mismatch_after_approval,userspace_tamper_approval,tamper_approval,error,DENY,kernel arbitration denied: hash_mismatch,1.125,0,1,0
E,toctou_tool_swap_after_approval,userspace_tamper_approval,tamper_approval,ok,ALLOW,,75.483,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.747,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,0.995,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.805,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.598,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.404,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.225,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.111,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.468,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.273,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.986,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.136,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.533,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.152,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.347,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.594,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.655,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.198,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.536,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.344,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.752,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,4.872,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,6.794,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,6.302,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,5.0,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,1.448,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.665,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,9.609,1,1,1
C,hash_mismatch,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,3.727,1,1,1
C,wrong_app_binding,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,2.837,1,1,1
C,stale_catalog_replay,userspace_tamper_metadata,tamper_metadata,ok,ALLOW,,6.238,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,3.329,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,23.824,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,7.188,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,28.768,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.476,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,25.265,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,2.787,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,2.482,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,2.541,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,30.2,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,8.085,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,20.878,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,8.087,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,18.118,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,1.344,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,3.277,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,2.758,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,11.811,1,1,1
D,invalid_session_hash_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,2.393,1,1,1
D,approval_required_bypass,userspace_compromised,compromised_userspace,ok,ALLOW,,2.055,1,1,1
E1,direct_safe_tool,direct,,ok,,,0.946,1,1,1
E1,direct_risky_tool,direct,,ok,,,63.139,1,1,1
E1,forwarder_fake_session,forwarder_only,,error,,session not found or expired,1.153,0,1,0
