repetition,system,agents,concurrency,measurement_seconds,requests,errors,error_rate,throughput_rps,throughput_std_rps,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms
2,userspace,5,50,30.0,36584,0,0.0,1219.467,29.215,40.991,40.775,43.511,73.77
2,userspace,5,100,30.0,36496,0,0.0,1216.533,24.527,82.181,81.826,86.643,158.741
2,userspace,10,1,30.0,33448,0,0.0,1114.933,2.703,0.893,0.898,0.96,1.018
2,userspace,10,10,30.0,34188,0,0.0,1139.6,6.366,8.77,8.72,10.116,10.982
2,userspace,10,50,30.0,36676,0,0.0,1222.533,9.031,40.887,40.853,43.43,51.539
2,userspace,10,100,30.0,36825,0,0.0,1227.5,9.035,81.444,81.425,85.468,156.546
2,userspace,20,1,30.0,33007,0,0.0,1100.233,31.531,0.905,0.903,0.975,1.096
2,userspace,20,10,30.0,34070,0,0.0,1135.667,6.277,8.801,8.757,10.125,10.989
2,userspace,20,50,30.0,36301,0,0.0,1210.033,28.881,41.312,41.077,44.774,56.755
2,userspace,20,100,30.0,36759,0,0.0,1225.3,20.856,81.592,81.395,85.36,156.389
2,userspace,50,1,30.0,32799,0,0.0,1093.3,4.187,0.911,0.916,0.981,1.032
2,userspace,50,10,30.0,33722,0,0.0,1124.067,8.859,8.891,8.831,10.242,11.119
2,userspace,50,50,30.0,36394,0,0.0,1213.133,9.616,41.206,41.174,43.974,46.395
2,userspace,50,100,30.0,36506,0,0.0,1216.867,22.316,82.163,81.852,86.527,154.131
3,kernel,1,1,30.0,32207,0,0.0,1073.567,23.133,0.927,0.93,1.001,1.106
3,kernel,1,10,30.0,30449,0,0.0,1014.967,15.393,9.847,9.753,11.534,12.78
3,kernel,1,50,30.0,32826,0,0.0,1094.2,16.785,45.687,45.639,48.557,50.91
3,kernel,1,100,30.0,32982,0,0.0,1099.4,11.987,90.928,91.043,95.829,99.065
3,kernel,5,1,30.0,32275,0,0.0,1075.833,3.119,0.925,0.932,0.997,1.053
3,kernel,5,10,30.0,30410,0,0.0,1013.667,4.663,9.861,9.789,11.486,12.508
3,kernel,5,50,30.0,32678,0,0.0,1089.267,8.06,45.894,45.927,48.875,50.757
3,kernel,5,100,30.0,32936,0,0.0,1097.867,10.037,91.068,91.098,95.964,118.609
3,kernel,10,1,30.0,31233,0,0.0,1041.1,45.087,0.956,0.94,1.058,1.389
3,kernel,10,10,30.0,30067,0,0.0,1002.233,25.565,9.972,9.856,11.678,13.286
3,kernel,10,50,30.0,32737,0,0.0,1091.233,8.772,45.811,45.781,48.889,51.325
3,kernel,10,100,30.0,32731,0,0.0,1091.033,8.965,91.641,91.669,96.507,99.685
