system,payload_label,payload_bytes,payload_display,runs,requests_per_run,errors_total,latency_avg_ms,latency_avg_std_ms,latency_avg_ci_lo_ms,latency_avg_ci_hi_ms,latency_p50_ms,latency_p50_std_ms,latency_p50_ci_lo_ms,latency_p50_ci_hi_ms,latency_p95_ms,latency_p95_std_ms,latency_p95_ci_lo_ms,latency_p95_ci_hi_ms,latency_p99_ms,latency_p99_std_ms,latency_p99_ci_lo_ms,latency_p99_ci_hi_ms,session_lookup_ms_mean,arbitration_ms_mean,tool_exec_ms_mean,total_ms_mean,tool_exec_share_pct_mean,latency_avg_pvalue_vs_userspace,latency_p95_pvalue_vs_userspace
kernel,small,100,100 B,5,2000,0,0.787,0.004,0.784,0.79,0.77,0.003,0.768,0.773,0.866,0.013,0.854,0.877,1.074,0.036,1.042,1.106,0.004,0.026,0.243,0.655,37.077,5.9e-05,0.526321
kernel,medium,10240,"10 KB (10,240 B)",5,2000,0,0.828,0.005,0.824,0.832,0.816,0.003,0.813,0.818,0.9,0.013,0.888,0.912,1.03,0.049,0.987,1.072,0.004,0.026,0.263,0.672,39.046,0.0,0.28712
kernel,large,1048576,"1 MB (1,048,576 B)",5,2000,0,6.908,0.066,6.85,6.966,6.769,0.069,6.708,6.83,7.775,0.088,7.697,7.852,8.652,0.129,8.539,8.764,0.005,0.033,3.694,4.13,89.444,0.04649,0.104664
seccomp,small,100,100 B,5,2000,0,0.778,0.008,0.771,0.785,0.763,0.004,0.759,0.766,0.871,0.055,0.823,0.919,1.009,0.062,0.955,1.063,0.004,0.005,0.241,0.636,37.842,0.032722,0.750966
seccomp,medium,10240,"10 KB (10,240 B)",5,2000,0,0.839,0.005,0.835,0.844,0.826,0.002,0.824,0.828,0.923,0.039,0.889,0.957,1.032,0.054,0.985,1.079,0.004,0.005,0.262,0.672,38.995,0.0,0.867423
seccomp,large,1048576,"1 MB (1,048,576 B)",5,2000,0,9.33,0.455,8.932,9.729,9.109,0.311,8.836,9.382,10.486,0.921,9.679,11.293,12.073,2.273,10.08,14.065,0.005,0.006,3.72,6.123,60.684,0.0,2e-06
userspace,small,100,100 B,5,2000,0,0.764,0.012,0.753,0.775,0.741,0.005,0.737,0.745,0.883,0.059,0.831,0.934,1.144,0.18,0.987,1.302,0.004,0.004,0.245,0.64,38.262,,
userspace,medium,10240,"10 KB (10,240 B)",5,2000,0,0.801,0.004,0.797,0.804,0.784,0.002,0.782,0.785,0.928,0.058,0.878,0.979,1.015,0.043,0.977,1.053,0.004,0.004,0.262,0.653,40.13,,
userspace,large,1048576,"1 MB (1,048,576 B)",5,2000,0,7.226,0.351,6.918,7.533,7.036,0.243,6.823,7.249,8.196,0.574,7.693,8.7,9.807,2.33,7.765,11.85,0.005,0.005,3.72,4.134,90.001,,
