system,agents,concurrency,runs,measurement_seconds,requests_mean,errors_mean,throughput_rps,throughput_rps_std,throughput_rps_ci_lo,throughput_rps_ci_hi,error_rate,error_rate_std,error_rate_ci_lo,error_rate_ci_hi,latency_avg_ms,latency_avg_ms_std,latency_avg_ms_ci_lo,latency_avg_ms_ci_hi,latency_p50_ms,latency_p50_ms_std,latency_p50_ms_ci_lo,latency_p50_ms_ci_hi,latency_p95_ms,latency_p95_ms_std,latency_p95_ms_ci_lo,latency_p95_ms_ci_hi,latency_p99_ms,latency_p99_ms_std,latency_p99_ms_ci_lo,latency_p99_ms_ci_hi,throughput_pvalue_vs_userspace,latency_p95_pvalue_vs_userspace
seccomp,10,50,5,30.0,33390.0,0.0,1113.0,21.587,1094.078,1131.922,0.0,0.0,0.0,0.0,44.925,0.872,44.161,45.69,44.751,0.849,44.007,45.496,48.674,1.06,47.744,49.603,56.747,5.997,51.49,62.004,0.0,0.0
seccomp,10,100,5,30.0,33773.6,0.0,1125.787,4.42,1121.913,1129.661,0.0,0.0,0.0,0.0,88.805,0.344,88.504,89.107,88.537,0.787,87.847,89.227,95.231,1.776,93.675,96.788,150.912,28.912,125.569,176.255,0.0,0.0
seccomp,20,1,5,30.0,33028.4,0.0,1100.947,27.463,1076.875,1125.019,0.0,0.0,0.0,0.0,0.905,0.023,0.885,0.925,0.906,0.028,0.881,0.93,0.994,0.016,0.981,1.008,1.062,0.044,1.023,1.101,0.755458,0.000727
seccomp,20,10,5,30.0,31631.4,0.0,1054.38,30.886,1027.308,1081.453,0.0,0.0,0.0,0.0,9.485,0.28,9.24,9.731,9.347,0.334,9.054,9.64,11.346,0.229,11.145,11.547,12.953,0.923,12.144,13.762,0.0,0.0
seccomp,20,50,5,30.0,35277.0,0.0,1175.9,61.883,1121.657,1230.143,0.0,0.0,0.0,0.0,42.605,2.278,40.608,44.602,42.307,2.442,40.167,44.448,46.681,2.062,44.873,48.489,56.568,7.735,49.788,63.348,0.254715,0.014445
seccomp,20,100,5,30.0,36011.8,0.0,1200.393,79.91,1130.349,1270.438,0.0,0.0,0.0,0.0,83.584,5.694,78.593,88.576,83.267,5.778,78.202,88.331,88.827,5.284,84.196,93.459,158.049,11.89,147.627,168.471,0.755716,0.284651
seccomp,50,1,5,30.0,32020.6,0.0,1067.353,6.284,1061.845,1072.861,0.0,0.0,0.0,0.0,0.933,0.005,0.928,0.938,0.938,0.006,0.933,0.944,1.003,0.006,0.998,1.009,1.062,0.008,1.055,1.069,2.4e-05,0.006215
seccomp,50,10,5,30.0,30604.8,0.0,1020.16,9.603,1011.742,1028.577,0.0,0.0,0.0,0.0,9.798,0.093,9.717,9.879,9.687,0.055,9.638,9.735,11.54,0.183,11.38,11.701,13.152,1.036,12.244,14.059,0.0,0.0
seccomp,50,50,5,30.0,33063.6,0.0,1102.12,8.924,1094.298,1109.942,0.0,0.0,0.0,0.0,45.36,0.368,45.037,45.683,45.16,0.314,44.885,45.435,49.131,0.848,48.388,49.874,57.626,5.797,52.544,62.707,0.0,0.0
seccomp,50,100,5,30.0,33373.6,0.0,1112.453,9.471,1104.152,1120.755,0.0,0.0,0.0,0.0,89.867,0.755,89.205,90.529,89.769,0.713,89.144,90.394,94.683,0.904,93.891,95.476,128.549,29.869,102.368,154.731,0.0,0.0
userspace,1,1,5,30.0,33526.0,0.0,1117.534,8.667,1109.937,1125.13,0.0,0.0,0.0,0.0,0.891,0.007,0.885,0.897,0.893,0.002,0.891,0.895,0.96,0.011,0.95,0.97,1.04,0.065,0.984,1.097,,
userspace,1,10,5,30.0,34378.6,0.0,1145.953,5.48,1141.149,1150.757,0.0,0.0,0.0,0.0,8.722,0.041,8.686,8.758,8.671,0.039,8.637,8.706,10.052,0.045,10.013,10.091,10.935,0.112,10.837,11.033,,
userspace,1,50,5,30.0,36469.4,0.0,1215.647,4.813,1211.428,1219.865,0.0,0.0,0.0,0.0,41.12,0.162,40.978,41.263,41.016,0.166,40.87,41.161,43.659,0.071,43.598,43.721,59.008,14.758,46.072,71.944,,
userspace,1,100,5,30.0,36400.8,0.0,1213.36,10.987,1203.729,1222.991,0.0,0.0,0.0,0.0,82.398,0.74,81.749,83.047,82.027,0.526,81.565,82.488,87.245,2.539,85.02,89.47,158.398,1.53,157.057,159.74,,
userspace,5,1,5,30.0,33270.0,0.0,1109.0,9.854,1100.363,1117.638,0.0,0.0,0.0,0.0,0.898,0.008,0.891,0.905,0.898,0.002,0.896,0.901,0.971,0.016,0.957,0.985,1.084,0.119,0.98,1.188,,
userspace,5,10,5,30.0,34158.4,0.0,1138.613,6.043,1133.316,1143.91,0.0,0.0,0.0,0.0,8.778,0.047,8.737,8.82,8.715,0.036,8.683,8.747,10.126,0.102,10.037,10.215,11.192,0.375,10.863,11.521,,
userspace,5,50,5,30.0,36478.2,0.0,1215.94,7.105,1209.713,1222.167,0.0,0.0,0.0,0.0,41.111,0.24,40.901,41.321,40.979,0.272,40.74,41.218,43.755,0.257,43.53,43.981,58.935,12.45,48.023,69.848,,
userspace,5,100,5,30.0,36563.2,0.0,1218.773,6.47,1213.102,1224.444,0.0,0.0,0.0,0.0,82.028,0.431,81.65,82.405,81.847,0.52,81.392,82.303,86.105,0.384,85.768,86.442,130.558,36.819,98.285,162.831,,
userspace,10,1,5,30.0,33382.6,0.0,1112.753,3.382,1109.789,1115.718,0.0,0.0,0.0,0.0,0.895,0.003,0.892,0.897,0.899,0.002,0.898,0.901,0.962,0.004,0.958,0.966,1.017,0.004,1.014,1.021,,
userspace,10,10,5,30.0,34208.2,0.0,1140.274,5.256,1135.666,1144.881,0.0,0.0,0.0,0.0,8.765,0.04,8.73,8.8,8.71,0.031,8.683,8.737,10.081,0.034,10.051,10.111,10.967,0.051,10.922,11.012,,
userspace,10,50,5,30.0,36472.4,0.0,1215.747,6.606,1209.956,1221.537,0.0,0.0,0.0,0.0,41.117,0.224,40.921,41.314,40.996,0.164,40.852,41.14,43.73,0.21,43.546,43.914,62.033,12.133,51.398,72.668,,
userspace,10,100,5,30.0,36520.0,0.0,1217.333,8.595,1209.8,1224.867,0.0,0.0,0.0,0.0,82.129,0.578,81.623,82.636,81.983,0.449,81.589,82.377,86.091,0.384,85.754,86.427,148.973,18.53,132.731,165.215,,
userspace,20,1,5,30.0,33145.2,0.0,1104.84,5.196,1100.285,1109.394,0.0,0.0,0.0,0.0,0.901,0.004,0.897,0.905,0.904,0.002,0.902,0.906,0.97,0.005,0.965,0.974,1.046,0.032,1.017,1.074,,
userspace,20,10,5,30.0,33914.4,0.0,1130.48,4.169,1126.825,1134.135,0.0,0.0,0.0,0.0,8.841,0.033,8.812,8.87,8.792,0.034,8.762,8.822,10.179,0.049,10.136,10.222,11.079,0.14,10.956,11.202,,
userspace,20,50,5,30.0,36225.2,0.0,1207.507,4.567,1203.504,1211.51,0.0,0.0,0.0,0.0,41.399,0.158,41.261,41.537,41.246,0.145,41.119,41.373,44.317,0.645,43.752,44.883,57.238,6.666,51.395,63.082,,
userspace,20,100,5,30.0,36347.2,0.0,1211.573,8.443,1204.173,1218.974,0.0,0.0,0.0,0.0,82.521,0.574,82.018,83.024,82.271,0.53,81.806,82.735,86.281,0.632,85.727,86.835,155.499,6.555,149.754,161.245,,
userspace,50,1,5,30.0,32704.8,0.0,1090.16,10.319,1081.115,1099.205,0.0,0.0,0.0,0.0,0.913,0.009,0.906,0.921,0.916,0.002,0.914,0.918,0.986,0.013,0.974,0.997,1.093,0.129,0.979,1.206,,
userspace,50,10,5,30.0,33807.6,0.0,1126.92,5.58,1122.029,1131.811,0.0,0.0,0.0,0.0,8.869,0.044,8.831,8.907,8.817,0.039,8.782,8.851,10.221,0.053,10.175,10.268,11.119,0.077,11.051,11.187,,
userspace,50,50,5,30.0,36052.4,0.0,1201.747,12.057,1191.178,1212.315,0.0,0.0,0.0,0.0,41.6,0.419,41.232,41.967,41.371,0.199,41.196,41.545,44.146,0.339,43.849,44.443,50.193,5.673,45.22,55.166,,
userspace,50,100,5,30.0,36215.8,0.0,1207.193,7.161,1200.916,1213.47,0.0,0.0,0.0,0.0,82.814,0.486,82.388,83.24,82.609,0.472,82.195,83.023,86.888,0.305,86.621,87.156,127.141,32.777,98.411,155.872,,
