repetition,system,agents,concurrency,measurement_seconds,requests,errors,error_rate,throughput_rps,throughput_std_rps,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms
1,seccomp,5,50,30.0,15963,0,0.0,532.1,84.493,94.049,87.31,186.344,272.22
1,seccomp,5,100,30.0,15090,0,0.0,503.0,37.649,198.74,196.161,398.501,463.857
1,seccomp,10,1,30.0,14611,0,0.0,487.033,38.013,2.043,1.666,3.796,6.082
1,seccomp,10,10,30.0,16801,0,0.0,560.033,26.613,17.844,16.303,31.047,61.023
1,seccomp,10,50,30.0,17679,0,0.0,589.3,28.78,84.829,80.371,158.248,210.514
1,seccomp,10,100,30.0,17657,0,0.0,588.567,33.927,169.774,164.234,335.76,394.478
1,seccomp,20,1,30.0,15657,0,0.0,521.9,24.367,1.906,1.561,3.536,5.73
1,seccomp,20,10,30.0,17397,0,0.0,579.9,41.54,17.227,15.572,30.371,58.986
1,seccomp,20,50,30.0,15894,0,0.0,529.8,64.589,94.392,90.022,181.731,244.702
1,seccomp,20,100,30.0,15128,0,0.0,504.267,66.315,198.085,198.194,405.72,488.977
1,seccomp,50,1,30.0,12779,0,0.0,425.967,57.138,2.335,1.892,4.39,7.855
1,seccomp,50,10,30.0,17821,0,0.0,594.033,46.327,16.819,15.279,29.691,57.379
1,seccomp,50,50,30.0,18059,0,0.0,601.967,89.399,83.04,77.537,162.523,228.677
1,seccomp,50,100,30.0,18477,0,0.0,615.9,93.675,162.501,157.629,324.397,441.393
1,kernel,1,1,30.0,17619,0,0.0,587.3,107.881,1.695,1.322,3.149,5.812
1,kernel,1,10,30.0,19381,0,0.0,646.033,108.58,15.469,14.271,26.278,40.791
1,kernel,1,50,30.0,17107,0,0.0,570.233,40.183,87.522,80.882,161.695,218.636
1,kernel,1,100,30.0,16451,0,0.0,548.367,55.612,182.68,172.857,350.924,447.598
1,kernel,5,1,30.0,15771,0,0.0,525.7,107.172,1.892,1.527,3.555,6.135
1,kernel,5,10,30.0,15450,0,0.0,515.0,72.444,19.407,17.194,35.285,69.615
1,kernel,5,50,30.0,15072,0,0.0,502.4,49.325,99.458,89.382,196.936,270.948
1,kernel,5,100,30.0,16169,0,0.0,538.967,67.99,185.217,179.487,362.357,474.183
1,kernel,10,1,30.0,13065,0,0.0,435.5,46.901,2.286,1.761,4.3,9.362
1,kernel,10,10,30.0,12628,0,0.0,420.933,61.508,23.731,20.207,50.195,85.9
1,kernel,10,50,30.0,14940,0,0.0,498.0,55.467,100.343,92.627,186.862,251.466
1,kernel,10,100,30.0,18185,0,0.0,606.167,38.692,164.667,159.655,317.935,381.222
1,kernel,20,1,30.0,16731,0,0.0,557.7,25.319,1.783,1.441,3.228,5.767
1,kernel,20,10,30.0,15732,0,0.0,524.4,64.655,19.055,16.48,38.15,69.157
1,kernel,20,50,30.0,17902,0,0.0,596.733,43.763,83.661,77.126,155.431,208.515
1,kernel,20,100,30.0,17965,0,0.0,598.833,35.159,166.915,159.691,321.726,384.306
1,kernel,50,1,30.0,15714,0,0.0,523.8,33.318,1.898,1.508,3.457,7.174
1,kernel,50,10,30.0,18139,0,0.0,604.633,31.573,16.524,14.814,28.821,61.301
1,kernel,50,50,30.0,18960,0,0.0,632.0,36.289,79.044,73.772,145.787,192.388
1,kernel,50,100,30.0,18462,0,0.0,615.4,30.725,162.34,155.89,314.166,377.817
2,kernel,1,1,30.0,16199,0,0.0,539.967,22.934,1.843,1.461,3.334,6.547
2,kernel,1,10,30.0,18278,0,0.0,609.267,38.104,16.399,14.761,28.942,60.116
2,kernel,1,50,30.0,17255,0,0.0,575.167,41.715,86.841,79.841,163.988,216.892
2,kernel,1,100,30.0,16798,0,0.0,559.933,27.243,178.369,170.118,349.573,416.405
2,kernel,5,1,30.0,15318,0,0.0,510.6,28.008,1.948,1.533,3.55,7.142
2,kernel,5,10,30.0,17159,0,0.0,571.967,33.46,17.458,15.465,32.13,64.676
2,kernel,5,50,30.0,18695,0,0.0,623.167,40.162,80.159,73.981,146.379,198.008
2,kernel,5,100,30.0,17966,0,0.0,598.867,35.467,166.882,160.695,324.847,394.489
2,kernel,10,1,30.0,14587,0,0.0,486.233,45.863,2.046,1.577,3.799,7.919
2,kernel,10,10,30.0,13605,0,0.0,453.5,47.495,22.024,19.039,43.827,83.003
2,kernel,10,50,30.0,19789,0,0.0,659.633,155.163,75.739,71.045,140.42,205.027
2,kernel,10,100,30.0,16917,0,0.0,563.9,71.756,177.237,165.419,346.938,469.102
2,kernel,20,1,30.0,19242,0,0.0,641.4,115.107,1.551,1.284,2.902,4.59
2,kernel,20,10,30.0,19927,0,0.0,664.233,100.92,15.045,13.813,25.526,44.958
2,kernel,20,50,30.0,19266,0,0.0,642.2,79.211,77.793,70.757,152.558,211.804
2,kernel,20,100,30.0,20693,0,0.0,689.767,58.453,144.886,137.747,281.128,350.801
2,kernel,50,1,30.0,18520,0,0.0,617.333,44.697,1.612,1.274,2.884,5.222
2,kernel,50,10,30.0,19701,0,0.0,656.7,48.625,15.22,13.579,26.916,56.014
2,kernel,50,50,30.0,21502,0,0.0,716.733,47.95,69.737,64.499,126.738,174.433
2,kernel,50,100,30.0,21080,0,0.0,702.667,46.895,142.124,136.249,270.041,337.969
2,seccomp,1,1,30.0,17279,0,0.0,575.967,26.635,1.727,1.374,3.198,5.532
2,seccomp,1,10,30.0,19157,0,0.0,638.567,48.813,15.645,14.002,27.885,56.516
2,seccomp,1,50,30.0,19320,0,0.0,644.0,38.022,77.578,73.15,147.281,194.771
2,seccomp,1,100,30.0,18708,0,0.0,623.6,46.652,160.291,156.56,314.849,383.052
2,seccomp,5,1,30.0,16167,0,0.0,538.9,41.498,1.846,1.484,3.446,5.936
2,seccomp,5,10,30.0,16371,0,0.0,545.7,52.226,18.304,16.318,34.906,61.43
2,seccomp,5,50,30.0,17693,0,0.0,589.767,45.985,84.741,79.873,159.821,210.069
2,seccomp,5,100,30.0,17028,0,0.0,567.6,37.82,175.696,172.718,350.366,423.129
2,seccomp,10,1,30.0,15548,0,0.0,518.267,37.864,1.92,1.552,3.53,6.158
2,seccomp,10,10,30.0,18149,0,0.0,604.967,33.11,16.516,14.991,28.949,58.058
2,seccomp,10,50,30.0,17064,0,0.0,568.8,53.849,87.809,82.13,169.841,234.08
2,seccomp,10,100,30.0,15327,0,0.0,510.9,51.881,195.434,188.733,388.539,505.208
2,seccomp,20,1,30.0,14742,0,0.0,491.4,33.323,2.018,1.626,3.746,6.737
2,seccomp,20,10,30.0,16956,0,0.0,565.2,26.13,17.678,15.968,31.341,60.781
2,seccomp,20,50,30.0,18433,0,0.0,614.433,40.019,81.198,76.538,154.638,202.647
2,seccomp,20,100,30.0,18779,0,0.0,625.967,51.405,159.573,154.901,316.476,398.186
2,seccomp,50,1,30.0,13059,0,0.0,435.3,68.263,2.285,1.758,4.38,8.907
2,seccomp,50,10,30.0,14053,0,0.0,468.433,48.014,21.332,18.668,45.431,70.571
2,seccomp,50,50,30.0,14789,0,0.0,492.967,38.603,101.467,95.132,195.551,255.133
2,seccomp,50,100,30.0,15998,0,0.0,533.267,40.735,187.855,182.24,373.965,462.787
2,userspace,1,1,30.0,12585,0,0.0,419.5,84.913,2.371,1.752,4.894,10.983
2,userspace,1,10,30.0,15652,0,0.0,521.733,73.066,19.155,16.642,38.403,69.048
2,userspace,1,50,30.0,13242,0,0.0,441.4,182.423,112.782,95.499,250.405,414.861
2,userspace,1,100,30.0,8972,0,0.0,299.067,141.319,331.388,248.581,871.094,1133.032
2,userspace,5,1,30.0,11530,0,0.0,384.333,160.753,2.587,1.894,5.519,11.832
2,userspace,5,10,30.0,12505,0,0.0,416.833,139.606,23.949,19.995,60.367,88.747
2,userspace,5,50,30.0,6907,0,0.0,230.233,30.7,217.029,207.555,432.273,587.776
2,userspace,5,100,30.0,10515,0,0.0,350.5,146.039,284.057,245.618,696.739,918.205
2,userspace,10,1,30.0,5890,0,0.0,196.333,30.416,5.062,3.309,12.472,39.192
2,userspace,10,10,30.0,13705,0,0.0,456.833,134.446,21.863,18.689,44.754,83.798
2,userspace,10,50,30.0,15762,0,0.0,525.4,86.253,95.152,93.442,193.425,269.443
2,userspace,10,100,30.0,7536,0,0.0,251.2,45.903,398.421,388.76,815.692,1071.246
2,userspace,20,1,30.0,6496,0,0.0,216.533,14.966,4.583,3.061,10.416,36.373
2,userspace,20,10,30.0,9690,0,0.0,323.0,130.264,30.915,24.007,81.616,116.692
2,userspace,20,50,30.0,7340,0,0.0,244.667,27.959,203.843,199.156,410.42,539.576
2,userspace,20,100,30.0,9857,0,0.0,328.567,114.429,302.613,258.672,676.092,953.3
2,userspace,50,1,30.0,6436,0,0.0,214.533,67.665,4.639,3.096,11.502,37.865
2,userspace,50,10,30.0,7752,0,0.0,258.4,26.565,38.667,29.971,84.91,123.387
2,userspace,50,50,30.0,7287,0,0.0,242.9,33.843,205.562,193.562,431.579,589.413
2,userspace,50,100,30.0,6891,0,0.0,229.7,21.86,432.387,425.941,882.314,1147.524
3,kernel,1,1,30.0,6654,0,0.0,221.8,11.725,4.481,3.042,10.286,36.835
3,kernel,1,10,30.0,8162,0,0.0,272.067,12.846,36.704,28.938,82.696,112.549
3,kernel,1,50,30.0,8110,0,0.0,270.333,18.043,185.062,179.899,351.199,465.562
3,kernel,1,100,30.0,7701,0,0.0,256.7,24.239,387.359,385.221,772.667,918.525
3,kernel,5,1,30.0,6179,0,0.0,205.967,16.519,4.829,3.298,10.934,39.485
3,kernel,5,10,30.0,7259,0,0.0,241.967,18.384,41.298,32.645,90.222,125.602
3,kernel,5,50,30.0,8018,0,0.0,267.267,54.035,186.808,180.549,387.375,535.515
3,kernel,5,100,30.0,7862,0,0.0,262.067,18.944,382.089,376.543,751.328,940.336
3,kernel,10,1,30.0,6032,0,0.0,201.067,35.886,4.933,3.115,12.592,37.411
3,kernel,10,10,30.0,7355,0,0.0,245.167,26.434,40.79,32.037,93.129,128.703
3,kernel,10,50,30.0,7541,0,0.0,251.367,22.2,198.297,194.247,377.18,497.466
3,kernel,10,100,30.0,7586,0,0.0,252.867,18.847,395.526,393.512,789.001,892.714
3,kernel,20,1,30.0,5932,0,0.0,197.733,22.517,5.028,3.3,12.25,39.121
3,kernel,20,10,30.0,13057,0,0.0,435.233,145.074,22.917,19.663,48.41,84.763
3,kernel,20,50,30.0,15300,0,0.0,510.0,135.406,98.034,89.505,189.556,394.547
3,kernel,20,100,30.0,18701,0,0.0,623.367,78.607,160.367,155.63,288.21,401.895
3,kernel,50,1,30.0,10132,0,0.0,337.733,61.166,2.944,2.463,5.872,9.697
3,kernel,50,10,30.0,13798,0,0.0,459.933,52.991,21.731,20.681,36.838,50.705
3,kernel,50,50,30.0,13424,0,0.0,447.467,40.906,111.651,108.498,208.876,277.929
3,kernel,50,100,30.0,8213,0,0.0,273.767,97.083,365.012,362.81,821.484,1110.248
3,userspace,1,1,30.0,9707,0,0.0,323.567,105.165,3.073,2.399,6.236,12.238
3,userspace,1,10,30.0,11814,0,0.0,393.8,80.129,25.362,23.779,48.012,69.282
3,userspace,1,50,30.0,24949,0,0.0,831.633,176.547,60.061,54.464,113.397,164.037
3,userspace,1,100,30.0,27331,0,0.0,911.033,132.645,109.713,103.425,196.957,269.662
3,userspace,5,1,30.0,23031,0,0.0,767.7,130.516,1.296,1.117,2.507,3.64
3,userspace,5,10,30.0,11686,0,0.0,389.533,238.111,25.671,16.846,74.203,117.476
3,userspace,5,50,30.0,8465,0,0.0,282.167,19.072,176.955,173.492,353.383,461.393
3,userspace,5,100,30.0,8804,0,0.0,293.467,49.206,339.874,341.69,716.504,852.146
3,userspace,10,1,30.0,6861,0,0.0,228.7,14.042,4.35,2.865,9.567,37.466
3,userspace,10,10,30.0,8425,0,0.0,280.833,18.473,35.56,27.891,83.047,121.806
3,userspace,10,50,30.0,8041,0,0.0,268.033,20.41,186.103,183.083,362.943,482.384
3,userspace,10,100,30.0,7395,0,0.0,246.5,34.317,405.388,387.838,816.206,1129.064
3,userspace,20,1,30.0,6039,0,0.0,201.3,21.595,4.94,3.207,13.006,38.489
3,userspace,20,10,30.0,7487,0,0.0,249.567,32.936,39.961,30.775,90.605,136.108
3,userspace,20,50,30.0,8313,0,0.0,277.1,20.028,179.896,176.725,354.066,459.421
3,userspace,20,100,30.0,7987,0,0.0,266.233,34.606,374.911,365.093,744.679,999.822
3,userspace,50,1,30.0,6194,0,0.0,206.467,17.733,4.817,3.233,10.93,39.159
3,userspace,50,10,30.0,7659,0,0.0,255.3,18.3,39.135,31.013,88.34,117.412
3,userspace,50,50,30.0,7808,0,0.0,260.267,14.374,191.71,188.644,376.817,490.408
3,userspace,50,100,30.0,7919,0,0.0,263.967,18.337,377.505,371.965,744.308,884.502
3,seccomp,1,1,30.0,5809,0,0.0,193.633,12.339,5.132,3.561,12.061,37.777
3,seccomp,1,10,30.0,7045,0,0.0,234.833,16.684,42.54,34.133,92.654,129.406
3,seccomp,1,50,30.0,8312,0,0.0,277.067,116.387,178.659,152.71,431.053,704.124
3,seccomp,1,100,30.0,7262,0,0.0,242.067,97.87,414.059,375.658,983.482,1244.79
3,seccomp,5,1,30.0,8108,0,0.0,270.267,124.807,3.682,2.532,7.441,24.329
3,seccomp,5,10,30.0,8103,0,0.0,270.1,107.064,37.019,29.253,94.243,147.736
3,seccomp,5,50,30.0,8036,0,0.0,267.867,116.677,187.588,173.914,428.51,593.888
3,seccomp,5,100,30.0,11077,0,0.0,369.233,138.414,268.494,233.184,582.469,975.5
3,seccomp,10,1,30.0,6793,0,0.0,226.433,86.816,4.387,3.122,8.73,37.949
3,seccomp,10,10,30.0,8794,0,0.0,293.133,106.606,34.106,27.104,86.024,138.33
3,seccomp,10,50,30.0,7581,0,0.0,252.7,88.285,197.366,199.115,434.779,566.275
3,seccomp,10,100,30.0,7702,0,0.0,256.733,87.294,390.249,385.759,918.911,1235.012
3,seccomp,20,1,30.0,6667,0,0.0,222.233,92.7,4.479,3.233,8.89,37.651
3,seccomp,20,10,30.0,7305,0,0.0,243.5,78.705,41.038,32.469,96.609,142.553
3,seccomp,20,50,30.0,6853,0,0.0,228.433,14.991,218.782,216.672,436.66,537.449
3,seccomp,20,100,30.0,5297,0,0.0,176.567,49.637,566.635,514.324,1182.234,1688.466
3,seccomp,50,1,30.0,4573,0,0.0,152.433,18.891,6.528,4.536,15.758,45.415
3,seccomp,50,10,30.0,6650,0,0.0,221.667,24.874,45.06,36.679,99.429,137.046
3,seccomp,50,50,30.0,7982,0,0.0,266.067,73.426,188.22,184.938,406.774,526.053
3,seccomp,50,100,30.0,6508,0,0.0,216.933,18.088,460.849,460.913,926.757,1167.388
4,seccomp,1,1,30.0,6011,0,0.0,200.367,12.361,4.964,3.418,11.769,38.488
4,seccomp,1,10,30.0,7614,0,0.0,253.8,12.372,39.357,31.703,86.476,119.762
4,seccomp,1,50,30.0,7389,0,0.0,246.3,17.02,202.777,200.534,400.642,535.068
4,seccomp,1,100,30.0,7258,0,0.0,241.933,14.309,411.849,409.914,822.131,1161.144
4,seccomp,5,1,30.0,5674,0,0.0,189.133,24.21,5.254,3.481,12.371,40.309
4,seccomp,5,10,30.0,7322,0,0.0,244.067,15.722,40.895,32.834,88.643,127.746
4,seccomp,5,50,30.0,8334,0,0.0,277.8,85.012,179.71,179.815,383.42,538.614
4,seccomp,5,100,30.0,13388,0,0.0,446.267,100.89,223.833,217.073,472.397,689.764
4,seccomp,10,1,30.0,10500,0,0.0,350.0,68.338,2.839,2.455,5.407,8.415
4,seccomp,10,10,30.0,15534,0,0.0,517.8,72.487,19.295,18.145,33.903,45.374
4,seccomp,10,50,30.0,16378,0,0.0,545.933,71.478,91.455,91.32,181.107,230.198
4,seccomp,10,100,30.0,13906,0,0.0,463.533,148.364,216.48,199.581,471.394,841.463
4,seccomp,20,1,30.0,10725,0,0.0,357.5,90.594,2.783,2.227,5.514,9.156
4,seccomp,20,10,30.0,13905,0,0.0,463.5,61.269,21.554,20.386,37.84,52.05
4,seccomp,20,50,30.0,13852,0,0.0,461.733,53.308,108.153,109.15,214.953,276.207
4,seccomp,20,100,30.0,23008,0,0.0,766.933,54.177,130.118,128.934,244.553,295.985
4,seccomp,50,1,30.0,23525,0,0.0,784.167,17.509,1.269,1.133,2.325,3.24
4,seccomp,50,10,30.0,23642,0,0.0,788.067,21.254,12.677,12.324,19.145,23.981
4,seccomp,50,50,30.0,24293,0,0.0,809.767,44.08,61.731,60.882,109.43,135.179
4,seccomp,50,100,30.0,25466,0,0.0,848.867,71.976,117.741,116.114,213.157,251.087
4,kernel,1,1,30.0,26660,0,0.0,888.667,267.795,1.12,0.906,2.004,3.864
4,kernel,1,10,30.0,8586,0,0.0,286.2,12.813,34.925,27.594,77.537,106.261
4,kernel,1,50,30.0,7933,0,0.0,264.433,23.883,189.264,184.104,372.645,477.482
4,kernel,1,100,30.0,7858,0,0.0,261.933,34.759,381.003,369.287,770.507,1148.907
4,kernel,5,1,30.0,6504,0,0.0,216.8,38.024,4.587,3.145,9.481,39.874
4,kernel,5,10,30.0,6842,0,0.0,228.067,77.769,43.824,30.425,114.385,184.265
4,kernel,5,50,30.0,7989,0,0.0,266.3,31.362,187.509,182.645,368.481,499.249
4,kernel,5,100,30.0,7720,0,0.0,257.333,23.859,387.309,378.675,771.458,1005.552
4,kernel,10,1,30.0,8112,0,0.0,270.4,99.725,3.676,2.532,7.251,32.136
4,kernel,10,10,30.0,14318,0,0.0,477.267,74.218,20.937,18.915,38.938,60.535
4,kernel,10,50,30.0,14542,0,0.0,484.733,64.343,102.936,98.069,200.299,274.957
4,kernel,10,100,30.0,14646,0,0.0,488.2,252.588,204.973,169.489,512.293,779.409
4,kernel,20,1,30.0,11436,0,0.0,381.2,64.044,2.607,2.086,5.074,8.728
4,kernel,20,10,30.0,8615,0,0.0,287.167,43.925,34.807,27.037,83.71,123.457
4,kernel,20,50,30.0,11907,0,0.0,396.9,120.212,125.723,110.726,269.725,391.112
4,kernel,20,100,30.0,13862,0,0.0,462.067,115.805,216.235,210.917,449.878,566.976
4,kernel,50,1,30.0,17912,0,0.0,597.067,204.79,1.666,1.21,3.401,5.534
4,kernel,50,10,30.0,20639,0,0.0,687.967,222.599,14.579,12.133,27.793,72.652
4,kernel,50,50,30.0,9810,0,0.0,327.0,121.797,152.56,133.343,339.633,483.829
4,kernel,50,100,30.0,13864,0,0.0,462.133,80.787,216.036,206.204,427.626,659.391
4,userspace,1,1,30.0,18959,0,0.0,631.967,354.294,1.575,0.967,3.64,8.742
4,userspace,1,10,30.0,9100,0,0.0,303.333,26.028,32.934,25.556,80.782,113.21
4,userspace,1,50,30.0,8361,0,0.0,278.7,32.828,179.52,174.214,363.677,472.441
4,userspace,1,100,30.0,10979,0,0.0,365.967,156.782,272.239,220.273,680.927,1091.746
4,userspace,5,1,30.0,15788,0,0.0,526.267,132.589,1.888,1.446,3.887,6.119
4,userspace,5,10,30.0,22684,0,0.0,756.133,115.667,13.215,12.139,22.545,34.022
4,userspace,5,50,30.0,26176,0,0.0,872.533,51.148,57.261,55.31,104.868,132.795
4,userspace,5,100,30.0,25088,0,0.0,836.267,97.581,119.456,113.518,224.914,299.211
4,userspace,10,1,30.0,19541,0,0.0,651.367,252.392,1.528,1.096,3.071,6.296
4,userspace,10,10,30.0,9014,0,0.0,300.467,25.583,33.259,26.436,80.693,118.257
4,userspace,10,50,30.0,7792,0,0.0,259.733,38.419,196.135,181.984,402.297,721.96
4,userspace,10,100,30.0,8261,0,0.0,275.367,19.409,362.108,359.519,733.34,896.594
4,userspace,20,1,30.0,6699,0,0.0,223.3,16.76,4.454,2.993,9.439,41.168
4,userspace,20,10,30.0,7832,0,0.0,261.067,29.799,38.278,29.38,96.391,139.185
4,userspace,20,50,30.0,8684,0,0.0,289.467,26.392,172.189,168.745,338.359,451.751
4,userspace,20,100,30.0,9083,0,0.0,302.767,23.889,330.312,329.442,665.748,816.362
4,userspace,50,1,30.0,9762,0,0.0,325.4,102.408,3.055,2.246,5.814,15.736
4,userspace,50,10,30.0,13016,0,0.0,433.867,43.546,23.023,20.864,42.862,66.826
4,userspace,50,50,30.0,10455,0,0.0,348.5,106.775,143.399,122.395,316.455,523.79
4,userspace,50,100,30.0,13740,0,0.0,458.0,93.863,217.895,211.844,451.084,639.427
5,seccomp,1,1,30.0,6136,0,0.0,204.533,29.271,4.86,3.272,9.695,41.64
5,seccomp,1,10,30.0,8159,0,0.0,271.967,13.825,36.739,29.447,88.108,130.92
5,seccomp,1,50,30.0,11804,0,0.0,393.467,105.291,126.93,117.072,269.02,388.951
5,seccomp,1,100,30.0,12394,0,0.0,413.133,88.387,240.225,231.118,491.969,704.667
5,seccomp,5,1,30.0,19132,0,0.0,637.733,119.055,1.56,1.243,3.104,4.892
5,seccomp,5,10,30.0,15513,0,0.0,517.1,257.573,19.331,13.568,49.858,105.325
5,seccomp,5,50,30.0,12046,0,0.0,401.533,92.304,124.034,114.925,254.482,362.501
5,seccomp,5,100,30.0,13772,0,0.0,459.067,71.675,217.378,218.504,450.378,528.328
5,seccomp,10,1,30.0,11723,0,0.0,390.767,36.326,2.544,2.152,4.845,7.431
5,seccomp,10,10,30.0,12156,0,0.0,405.2,160.553,24.667,19.348,56.665,106.562
5,seccomp,10,50,30.0,11077,0,0.0,369.233,81.991,134.944,125.815,274.334,401.585
5,seccomp,10,100,30.0,13128,0,0.0,437.6,52.161,228.115,230.582,469.679,542.125
5,seccomp,20,1,30.0,11790,0,0.0,393.0,82.514,2.53,2.095,5.021,8.029
5,seccomp,20,10,30.0,12149,0,0.0,404.967,37.339,24.667,23.148,43.33,60.51
5,seccomp,20,50,30.0,15075,0,0.0,502.5,132.947,99.364,95.382,205.103,273.369
5,seccomp,20,100,30.0,9446,0,0.0,314.867,177.031,318.506,350.548,801.752,1114.173
5,seccomp,50,1,30.0,7095,0,0.0,236.5,67.273,4.205,3.069,7.966,36.729
5,seccomp,50,10,30.0,7441,0,0.0,248.033,30.959,40.092,32.445,90.86,133.0
5,seccomp,50,50,30.0,7687,0,0.0,256.233,21.148,194.655,193.481,377.895,503.961
5,seccomp,50,100,30.0,7788,0,0.0,259.6,54.962,383.595,388.29,804.264,1109.909
5,userspace,1,1,30.0,11734,0,0.0,391.133,102.3,2.541,1.929,4.79,10.248
5,userspace,1,10,30.0,9417,0,0.0,313.9,21.387,31.849,24.707,80.226,118.475
5,userspace,1,50,30.0,13677,0,0.0,455.9,128.401,109.488,96.582,228.388,349.606
5,userspace,1,100,30.0,15373,0,0.0,512.433,73.124,194.902,190.445,387.386,549.734
5,userspace,5,1,30.0,12719,0,0.0,423.967,35.451,2.346,1.909,4.451,8.035
5,userspace,5,10,30.0,15738,0,0.0,524.6,45.655,19.045,17.81,34.741,51.757
5,userspace,5,50,30.0,11172,0,0.0,372.4,122.481,134.412,110.678,282.644,531.908
5,userspace,5,100,30.0,8383,0,0.0,279.433,36.949,358.01,347.847,721.804,1073.408
5,userspace,10,1,30.0,6932,0,0.0,231.067,33.409,4.302,2.788,8.722,39.622
5,userspace,10,10,30.0,8367,0,0.0,278.9,24.734,35.819,27.873,87.038,124.211
5,userspace,10,50,30.0,8060,0,0.0,268.667,42.252,185.378,180.972,385.243,495.835
5,userspace,10,100,30.0,8989,0,0.0,299.633,66.55,332.203,325.885,690.429,1041.564
5,userspace,20,1,30.0,13620,0,0.0,454.0,63.276,2.191,1.825,4.148,6.471
5,userspace,20,10,30.0,8148,0,0.0,271.6,100.832,36.805,34.223,71.831,112.769
5,userspace,20,50,30.0,5731,0,0.0,191.033,28.247,261.358,260.854,513.94,672.289
5,userspace,20,100,30.0,11540,0,0.0,384.667,150.99,259.12,212.582,583.634,1236.544
5,userspace,50,1,30.0,7234,0,0.0,241.133,19.105,4.123,2.792,7.818,40.865
5,userspace,50,10,30.0,8169,0,0.0,272.3,37.502,36.66,28.69,86.765,133.196
5,userspace,50,50,30.0,12427,0,0.0,414.233,101.204,119.078,110.47,241.957,408.537
5,userspace,50,100,30.0,9628,0,0.0,320.933,107.653,311.573,283.579,690.031,1077.776
5,kernel,1,1,30.0,8272,0,0.0,275.733,77.256,3.608,2.628,6.913,21.148
5,kernel,1,10,30.0,8391,0,0.0,279.7,17.843,35.698,28.128,87.09,128.483
5,kernel,1,50,30.0,9175,0,0.0,305.833,38.99,163.73,149.567,325.111,464.754
5,kernel,1,100,30.0,10174,0,0.0,339.133,98.307,294.541,278.138,639.908,860.931
5,kernel,5,1,30.0,8867,0,0.0,295.567,99.257,3.367,2.389,6.827,18.247
5,kernel,5,10,30.0,7927,0,0.0,264.233,31.291,37.888,29.023,98.549,154.293
5,kernel,5,50,30.0,8305,0,0.0,276.833,25.4,179.966,175.262,351.313,458.017
5,kernel,5,100,30.0,7337,0,0.0,244.567,35.637,407.746,393.149,819.651,1086.134
5,kernel,10,1,30.0,7236,0,0.0,241.2,70.812,4.122,2.904,7.365,37.753
5,kernel,10,10,30.0,13525,0,0.0,450.833,58.653,22.159,20.399,40.238,59.845
5,kernel,10,50,30.0,15604,0,0.0,520.133,79.555,97.185,91.293,188.046,276.824
