system,payload_label,payload_bytes,payload_display,runs,requests_per_run,errors_total,latency_avg_ms,latency_avg_std_ms,latency_avg_ci_lo_ms,latency_avg_ci_hi_ms,latency_p50_ms,latency_p50_std_ms,latency_p50_ci_lo_ms,latency_p50_ci_hi_ms,latency_p95_ms,latency_p95_std_ms,latency_p95_ci_lo_ms,latency_p95_ci_hi_ms,latency_p99_ms,latency_p99_std_ms,latency_p99_ci_lo_ms,latency_p99_ci_hi_ms,session_lookup_ms_mean,arbitration_ms_mean,tool_exec_ms_mean,total_ms_mean,tool_exec_share_pct_mean,latency_avg_pvalue_vs_userspace,latency_p95_pvalue_vs_userspace
kernel,small,100,100 B,5,2000,0,2.896,1.724,1.385,4.407,2.114,1.079,1.168,3.06,5.742,3.903,2.321,9.163,19.324,18.491,3.116,35.533,0.015,0.093,1.048,2.231,42.556,0.879877,0.97503
kernel,medium,10240,"10 KB (10,240 B)",5,2000,0,3.134,1.816,1.542,4.725,2.252,1.103,1.285,3.219,6.446,4.448,2.547,10.345,20.133,18.815,3.641,36.625,0.018,0.107,1.151,2.358,45.065,0.783342,0.876228
kernel,large,1048576,"1 MB (1,048,576 B)",5,2000,0,17.35,8.302,10.074,24.627,14.399,5.579,9.509,19.289,35.249,27.27,11.346,59.152,57.963,35.934,26.466,89.461,0.023,0.145,8.955,10.377,87.055,0.754383,0.787352
seccomp,small,100,100 B,5,2000,0,3.772,1.969,2.047,5.498,2.747,1.177,1.716,3.779,8.43,5.576,3.543,13.318,21.805,19.343,4.85,38.76,0.018,0.019,1.339,2.757,45.449,0.317943,0.333872
seccomp,medium,10240,"10 KB (10,240 B)",5,2000,0,3.74,1.821,2.143,5.337,2.786,1.094,1.827,3.745,8.252,5.284,3.621,12.884,19.877,17.945,4.147,35.607,0.023,0.018,1.339,2.682,46.849,0.367183,0.429973
seccomp,large,1048576,"1 MB (1,048,576 B)",5,2000,0,25.914,8.455,18.503,33.324,21.423,5.438,16.656,26.19,49.168,24.075,28.065,70.271,80.172,25.42,57.89,102.454,0.028,0.026,10.285,16.333,62.239,0.097666,0.184113
userspace,small,100,100 B,5,2000,0,2.757,1.138,1.759,3.754,2.108,0.631,1.555,2.661,5.672,3.104,2.952,8.393,14.147,13.067,2.693,25.6,0.016,0.012,1.012,2.116,44.856,,
userspace,medium,10240,"10 KB (10,240 B)",5,2000,0,2.868,1.163,1.849,3.888,2.172,0.67,1.584,2.759,6.062,3.252,3.212,8.913,14.507,13.048,3.07,25.944,0.016,0.013,1.088,2.164,47.074,,
userspace,large,1048576,"1 MB (1,048,576 B)",5,2000,0,18.695,4.846,14.448,22.943,16.441,3.02,13.794,19.088,31.306,18.018,15.512,47.1,54.541,18.194,38.593,70.489,0.026,0.016,9.393,10.672,87.901,,
