sample_index,bare_rtt_ms,full_rtt_ms,lookup_overhead_ms
1445,0.007875,0.006791,-0.001084
1446,0.007791,0.006666,-0.001125
1447,0.007666,0.00675,-0.000916
1448,0.007625,0.006792,-0.000833
1449,0.007708,0.006875,-0.000833
1450,0.007583,0.006667,-0.000916
1451,0.007708,0.006792,-0.000916
1452,0.007708,0.006667,-0.001041
1453,0.007792,0.006792,-0.001
1454,0.007667,0.00675,-0.000917
1455,0.007667,0.006833,-0.000834
1456,0.007625,0.006791,-0.000834
1457,0.007708,0.00675,-0.000958
1458,0.007709,0.006792,-0.000917
1459,0.007792,0.00675,-0.001042
1460,0.013208,0.007042,-0.006166
1461,0.008958,0.006667,-0.002291
1462,0.007625,0.011917,0.004292
1463,0.008291,0.007,-0.001291
1464,0.007708,0.006834,-0.000874
1465,0.007667,0.006792,-0.000875
1466,0.007709,0.006833,-0.000876
1467,0.007875,0.006833,-0.001042
1468,0.007792,0.006833,-0.000959
1469,0.007667,0.006792,-0.000875
1470,0.007667,0.006875,-0.000792
1471,0.00775,0.006833,-0.000917
1472,0.007708,0.006792,-0.000916
1473,0.007792,0.006792,-0.001
1474,0.007625,0.006792,-0.000833
1475,0.008208,0.006708,-0.0015
1476,0.007792,0.006958,-0.000834
1477,0.007959,0.006792,-0.001167
1478,0.007708,0.007041,-0.000667
1479,0.007791,0.007083,-0.000708
1480,0.007666,0.006916,-0.00075
1481,0.022916,0.006791,-0.016125
1482,0.014125,0.006791,-0.007334
1483,0.008041,0.006791,-0.00125
1484,0.008,0.006875,-0.001125
1485,0.010125,0.006834,-0.003291
1486,0.008334,0.006875,-0.001459
1487,0.008125,0.006917,-0.001208
1488,0.007792,0.006792,-0.001
1489,0.007833,0.006834,-0.000999
1490,0.007833,0.006833,-0.001
1491,0.007917,0.006833,-0.001084
1492,0.007875,0.007,-0.000875
1493,0.008042,0.006833,-0.001209
1494,0.007958,0.006791,-0.001167
1495,0.007875,0.006833,-0.001042
1496,0.007875,0.006792,-0.001083
1497,0.00775,0.006792,-0.000958
1498,0.00775,0.006834,-0.000916
1499,0.007792,0.006833,-0.000959
1500,0.007834,0.00675,-0.001084
1501,0.008208,0.006792,-0.001416
1502,0.007791,0.006875,-0.000916
1503,0.031875,0.006834,-0.025041
1504,0.008459,0.00675,-0.001709
1505,0.008042,0.006834,-0.001208
1506,0.007708,0.00675,-0.000958
1507,0.007583,0.00675,-0.000833
1508,0.007792,0.007,-0.000792
1509,0.008042,0.006792,-0.00125
1510,0.007833,0.006834,-0.000999
1511,0.007709,0.006833,-0.000876
1512,0.007667,0.006875,-0.000792
1513,0.00775,0.00675,-0.001
1514,0.007792,0.008083,0.000291
1515,0.007667,0.007042,-0.000625
1516,0.007667,0.006834,-0.000833
1517,0.00775,0.006875,-0.000875
1518,0.007667,0.006834,-0.000833
1519,0.007792,0.006792,-0.001
1520,0.007667,0.006792,-0.000875
1521,0.007667,0.006833,-0.000834
1522,0.007583,0.00675,-0.000833
1523,0.007625,0.006792,-0.000833
1524,0.007708,0.007,-0.000708
1525,0.007958,0.00675,-0.001208
1526,0.00775,0.00675,-0.001
1527,0.007666,0.006917,-0.000749
1528,0.007625,0.006834,-0.000791
1529,0.007667,0.006792,-0.000875
1530,0.007667,0.006834,-0.000833
1531,0.007625,0.006833,-0.000792
1532,0.00775,0.006708,-0.001042
1533,0.00775,0.006833,-0.000917
1534,0.007625,0.006834,-0.000791
1535,0.007667,0.006792,-0.000875
1536,0.007625,0.006917,-0.000708
1537,0.007666,0.007042,-0.000624
1538,0.007666,0.006833,-0.000833
1539,0.007583,0.007125,-0.000458
1540,0.007667,0.007125,-0.000542
1541,0.007792,0.006834,-0.000958
1542,0.007708,0.006709,-0.000999
1543,0.007584,0.006708,-0.000876
1544,0.007625,0.00675,-0.000875
1545,0.007625,0.006708,-0.000917
1546,0.007625,0.006792,-0.000833
1547,0.007667,0.00675,-0.000917
1548,0.007708,0.006708,-0.001
1549,0.007541,0.006791,-0.00075
1550,0.007708,0.006833,-0.000875
1551,0.007584,0.006792,-0.000792
1552,0.007667,0.006792,-0.000875
1553,0.007667,0.006792,-0.000875
1554,0.007667,0.006875,-0.000792
1555,0.007584,0.006916,-0.000668
1556,0.007583,0.006958,-0.000625
1557,0.008041,0.006792,-0.001249
1558,0.007667,0.006834,-0.000833
1559,0.007792,0.006709,-0.001083
1560,0.007667,0.00675,-0.000917
1561,0.00775,0.00675,-0.001
1562,0.007625,0.00675,-0.000875
1563,0.007666,0.006833,-0.000833
1564,0.007583,0.006833,-0.00075
1565,0.00775,0.006834,-0.000916
1566,0.007833,0.00675,-0.001083
1567,0.007667,0.006792,-0.000875
1568,0.007709,0.006834,-0.000875
1569,0.007667,0.00675,-0.000917
1570,0.014625,0.006875,-0.00775
1571,0.010375,0.006791,-0.003584
1572,0.007833,0.007,-0.000833
1573,0.008458,0.006875,-0.001583
1574,0.007292,0.00675,-0.000542
1575,0.007208,0.00675,-0.000458
1576,0.007084,0.006792,-0.000292
1577,0.007208,0.00675,-0.000458
1578,0.007208,0.006708,-0.0005
1579,0.007167,0.006959,-0.000208
1580,0.013833,0.006833,-0.007
1581,0.007334,0.006791,-0.000543
1582,0.00725,0.006708,-0.000542
1583,0.007292,0.006792,-0.0005
1584,0.00725,0.006916,-0.000334
1585,0.00725,0.006833,-0.000417
1586,0.007125,0.006917,-0.000208
1587,0.007125,0.006834,-0.000291
1588,0.007167,0.006917,-0.00025
1589,0.007375,0.006792,-0.000583
1590,0.007166,0.006833,-0.000333
1591,0.007166,0.00675,-0.000416
1592,0.007125,0.006708,-0.000417
1593,0.007125,0.00675,-0.000375
1594,0.007167,0.00675,-0.000417
1595,0.007209,0.006791,-0.000418
1596,0.007166,0.006791,-0.000375
1597,0.007166,0.006708,-0.000458
1598,0.00725,0.006834,-0.000416
1599,0.007208,0.006875,-0.000333
1600,0.007208,0.006833,-0.000375
1601,0.007416,0.006917,-0.000499
1602,0.007292,0.006875,-0.000417
1603,0.007208,0.006833,-0.000375
1604,0.00725,0.007041,-0.000209
1605,0.007375,0.006791,-0.000584
1606,0.007208,0.012,0.004792
1607,0.007084,0.007125,4.1e-05
1608,0.007125,0.006875,-0.00025
1609,0.007417,0.006875,-0.000542
1610,0.007209,0.00675,-0.000459
1611,0.007208,0.00675,-0.000458
1612,0.007333,0.00675,-0.000583
1613,0.007166,0.006792,-0.000374
1614,0.00725,0.00675,-0.0005
1615,0.00725,0.00675,-0.0005
1616,0.007208,0.006792,-0.000416
1617,0.00725,0.00675,-0.0005
1618,0.007167,0.006708,-0.000459
1619,0.007125,0.006834,-0.000291
1620,0.007166,0.007084,-8.2e-05
1621,0.007458,0.006875,-0.000583
1622,0.007125,0.006833,-0.000292
1623,0.007166,0.006792,-0.000374
1624,0.007083,0.008958,0.001875
1625,0.007167,0.009167,0.002
1626,0.007166,0.0095,0.002334
1627,0.007208,0.009375,0.002167
1628,0.007167,0.008458,0.001291
1629,0.007167,0.007334,0.000167
1630,0.007292,0.00725,-4.2e-05
1631,0.007084,0.007292,0.000208
1632,0.00725,0.007209,-4.1e-05
1633,0.007209,0.007667,0.000458
1634,0.007167,0.007333,0.000166
1635,0.007208,0.007,-0.000208
1636,0.007167,0.007333,0.000166
1637,0.007333,0.007041,-0.000292
1638,0.007167,0.006833,-0.000334
1639,0.007084,0.006833,-0.000251
1640,0.007167,0.006917,-0.00025
1641,0.007167,0.006959,-0.000208
1642,0.007208,0.007792,0.000584
1643,0.007208,0.007375,0.000167
1644,0.00725,0.006959,-0.000291
1645,0.007125,0.006875,-0.00025
1646,0.007209,0.006834,-0.000375
1647,0.007042,0.006792,-0.00025
1648,0.007167,0.008792,0.001625
1649,0.007125,0.006833,-0.000292
1650,0.009084,0.00675,-0.002334
1651,0.009541,0.006833,-0.002708
1652,0.01,0.006916,-0.003084
1653,0.010208,0.006791,-0.003417
1654,0.008542,0.00675,-0.001792
1655,0.007667,0.006792,-0.000875
1656,0.009292,0.00675,-0.002542
1657,0.01025,0.006708,-0.003542
1658,0.01,0.006708,-0.003292
1659,0.00975,0.006834,-0.002916
1660,0.008292,0.00675,-0.001542
1661,0.007709,0.006834,-0.000875
1662,0.009708,0.00675,-0.002958
1663,0.010417,0.006875,-0.003542
1664,0.01,0.006792,-0.003208
1665,0.009917,0.006792,-0.003125
1666,0.009792,0.006792,-0.003
1667,0.010333,0.006833,-0.0035
1668,0.007792,0.007041,-0.000751
1669,0.009542,0.006875,-0.002667
1670,0.010125,0.006959,-0.003166
1671,0.008625,0.00675,-0.001875
1672,0.007667,0.006792,-0.000875
1673,0.008,0.006834,-0.001166
1674,0.007375,0.006708,-0.000667
1675,0.009292,0.006708,-0.002584
1676,0.009667,0.006917,-0.00275
1677,0.02425,0.006792,-0.017458
1678,0.009833,0.006917,-0.002916
1679,0.009625,0.006834,-0.002791
1680,0.014708,0.006917,-0.007791
1681,0.0105,0.006834,-0.003666
1682,0.009959,0.007,-0.002959
1683,0.01,0.006833,-0.003167
1684,0.010291,0.007,-0.003291
1685,0.010292,0.006834,-0.003458
1686,0.009083,0.006792,-0.002291
1687,0.007708,0.006875,-0.000833
1688,0.007709,0.006791,-0.000918
1689,0.007667,0.006833,-0.000834
1690,0.007792,0.006875,-0.000917
1691,0.007875,0.00675,-0.001125
1692,0.007375,0.006792,-0.000583
1693,0.007416,0.006833,-0.000583
1694,0.007375,0.006833,-0.000542
1695,0.007375,0.006792,-0.000583
1696,0.007334,0.006875,-0.000459
1697,0.0075,0.006875,-0.000625
1698,0.009167,0.00675,-0.002417
1699,0.007834,0.006791,-0.001043
1700,0.007666,0.006958,-0.000708
1701,0.013333,0.006792,-0.006541
1702,0.010917,0.006792,-0.004125
1703,0.009917,0.006833,-0.003084
1704,0.007708,0.006875,-0.000833
1705,0.007875,0.006792,-0.001083
1706,0.007917,0.006875,-0.001042
1707,0.007416,0.006959,-0.000457
1708,0.0075,0.00675,-0.00075
1709,0.007375,0.006791,-0.000584
1710,0.008709,0.006875,-0.001834
1711,0.010125,0.006792,-0.003333
1712,0.010083,0.006917,-0.003166
1713,0.010042,0.00675,-0.003292
1714,0.010417,0.006834,-0.003583
1715,0.010041,0.006833,-0.003208
1716,0.009,0.007041,-0.001959
1717,0.007833,0.00675,-0.001083
1718,0.007667,0.00675,-0.000917
1719,0.01375,0.006791,-0.006959
1720,0.011,0.006833,-0.004167
1721,0.009958,0.006833,-0.003125
1722,0.009917,0.00675,-0.003167
1723,0.010417,0.006875,-0.003542
1724,0.007458,0.006792,-0.000666
1725,0.007916,0.006958,-0.000958
1726,0.021333,0.006791,-0.014542
1727,0.010292,0.006791,-0.003501
1728,0.010166,0.006833,-0.003333
1729,0.010042,0.006875,-0.003167
1730,0.009708,0.006667,-0.003041
1731,0.010042,0.006833,-0.003209
1732,0.00975,0.006958,-0.002792
1733,0.010458,0.00675,-0.003708
1734,0.009875,0.006708,-0.003167
1735,0.009917,0.006792,-0.003125
1736,0.01025,0.006791,-0.003459
1737,0.010208,0.006791,-0.003417
1738,0.009792,0.006791,-0.003001
1739,0.007709,0.00675,-0.000959
1740,0.008167,0.006792,-0.001375
1741,0.007458,0.00675,-0.000708
1742,0.007375,0.006791,-0.000584
1743,0.007542,0.006875,-0.000667
1744,0.00725,0.006792,-0.000458
1745,0.007292,0.00675,-0.000542
1746,0.007167,0.006791,-0.000376
1747,0.00725,0.012041,0.004791
1748,0.007125,0.007166,4.1e-05
1749,0.007584,0.006833,-0.000751
1750,0.007209,0.006792,-0.000417
1751,0.007208,0.00675,-0.000458
1752,0.007208,0.006917,-0.000291
1753,0.007166,0.006875,-0.000291
1754,0.007291,0.00675,-0.000541
1755,0.007125,0.006792,-0.000333
1756,0.007208,0.006792,-0.000416
1757,0.00725,0.006792,-0.000458
1758,0.007083,0.00675,-0.000333
1759,0.007167,0.00675,-0.000417
1760,0.007166,0.006708,-0.000458
1761,0.007166,0.00675,-0.000416
1762,0.007208,0.006833,-0.000375
1763,0.007167,0.006833,-0.000334
1764,0.007208,0.006958,-0.00025
1765,0.009833,0.006791,-0.003042
1766,0.009583,0.006917,-0.002666
1767,0.010125,0.006834,-0.003291
1768,0.009875,0.006875,-0.003
1769,0.008208,0.006792,-0.001416
1770,0.007666,0.007709,4.3e-05
1771,0.00775,0.006875,-0.000875
1772,0.007667,0.006875,-0.000792
1773,0.007708,0.006833,-0.000875
1774,0.008208,0.006958,-0.00125
1775,0.007375,0.006792,-0.000583
1776,0.00725,0.006792,-0.000458
1777,0.010042,0.006834,-0.003208
1778,0.01,0.006833,-0.003167
1779,0.008209,0.006875,-0.001334
1780,0.007583,0.007083,-0.0005
1781,0.007875,0.006875,-0.001
1782,0.007625,0.006666,-0.000959
1783,0.036333,0.006791,-0.029542
1784,0.01475,0.006791,-0.007959
1785,0.008208,0.006875,-0.001333
1786,0.008042,0.006875,-0.001167
1787,0.009708,0.006834,-0.002874
1788,0.010459,0.006833,-0.003626
1789,0.010375,0.006708,-0.003667
1790,0.009708,0.007708,-0.002
1791,0.008,0.006917,-0.001083
1792,0.007792,0.006792,-0.001
1793,0.007791,0.006792,-0.000999
1794,0.007875,0.006875,-0.001
1795,0.007791,0.006833,-0.000958
1796,0.007709,0.007,-0.000709
1797,0.008042,0.00675,-0.001292
1798,0.025708,0.006875,-0.018833
1799,0.010625,0.006708,-0.003917
1800,0.010125,0.006709,-0.003416
1801,0.008041,0.006708,-0.001333
1802,0.007708,0.006833,-0.000875
1803,0.00775,0.006834,-0.000916
1804,0.007792,0.006833,-0.000959
1805,0.007917,0.00675,-0.001167
1806,0.007709,0.00675,-0.000959
1807,0.00775,0.006792,-0.000958
1808,0.015375,0.006792,-0.008583
1809,0.008333,0.006834,-0.001499
1810,0.008,0.006875,-0.001125
1811,0.007833,0.006709,-0.001124
1812,0.007792,0.007042,-0.00075
1813,0.008625,0.006792,-0.001833
1814,0.0075,0.006833,-0.000667
1815,0.0075,0.006708,-0.000792
1816,0.007459,0.006792,-0.000667
1817,0.0075,0.006875,-0.000625
1818,0.0075,0.00675,-0.00075
1819,0.0075,0.006833,-0.000667
1820,0.0075,0.006666,-0.000834
1821,0.0075,0.006834,-0.000666
1822,0.007458,0.006792,-0.000666
1823,0.007416,0.006708,-0.000708
1824,0.008792,0.006833,-0.001959
1825,0.007667,0.006709,-0.000958
1826,0.007459,0.006792,-0.000667
1827,0.009,0.006833,-0.002167
1828,0.010292,0.006916,-0.003376
1829,0.009291,0.006708,-0.002583
1830,0.007875,0.006792,-0.001083
1831,0.007792,0.006667,-0.001125
1832,0.036458,0.006792,-0.029666
1833,0.01075,0.006792,-0.003958
1834,0.008708,0.006834,-0.001874
1835,0.01025,0.00675,-0.0035
1836,0.008291,0.006792,-0.001499
1837,0.008083,0.00675,-0.001333
1838,0.007959,0.00675,-0.001209
1839,0.00975,0.006708,-0.003042
1840,0.007917,0.006833,-0.001084
1841,0.007917,0.00675,-0.001167
1842,0.007875,0.006833,-0.001042
1843,0.007709,0.006792,-0.000917
1844,0.009667,0.007,-0.002667
1845,0.010708,0.00675,-0.003958
1846,0.030709,0.00675,-0.023959
1847,0.011,0.006709,-0.004291
1848,0.017542,0.006917,-0.010625
1849,0.008792,0.006708,-0.002084
1850,0.007875,0.006833,-0.001042
1851,0.015916,0.00675,-0.009166
1852,0.008291,0.006792,-0.001499
1853,0.007708,0.006667,-0.001041
1854,0.007709,0.006833,-0.000876
1855,0.007708,0.00675,-0.000958
1856,0.007791,0.006667,-0.001124
1857,0.00775,0.006708,-0.001042
1858,0.007833,0.00675,-0.001083
1859,0.007625,0.00675,-0.000875
1860,0.007708,0.007084,-0.000624
1861,0.007958,0.006792,-0.001166
1862,0.007709,0.006792,-0.000917
1863,0.00775,0.00675,-0.001
1864,0.007792,0.006709,-0.001083
1865,0.007834,0.006792,-0.001042
1866,0.007625,0.006792,-0.000833
1867,0.007709,0.006792,-0.000917
1868,0.007833,0.00675,-0.001083
1869,0.00775,0.006875,-0.000875
1870,0.007667,0.006875,-0.000792
1871,0.007667,0.006667,-0.001
1872,0.007875,0.006709,-0.001166
1873,0.007792,0.006875,-0.000917
1874,0.007667,0.006958,-0.000709
1875,0.007833,0.006791,-0.001042
1876,0.007791,0.007125,-0.000666
1877,0.008083,0.00675,-0.001333
1878,0.007708,0.006792,-0.000916
1879,0.00775,0.00675,-0.001
1880,0.007708,0.006958,-0.00075
1881,0.007667,0.006792,-0.000875
1882,0.007667,0.006834,-0.000833
1883,0.012917,0.006792,-0.006125
1884,0.008,0.006792,-0.001208
1885,0.00775,0.00675,-0.001
1886,0.007625,0.006875,-0.00075
1887,0.007792,0.00675,-0.001042
1888,0.007542,0.006916,-0.000626
1889,0.008208,0.006792,-0.001416
1890,0.007458,0.006833,-0.000625
1891,0.007375,0.012166,0.004791
1892,0.007417,0.007083,-0.000334
1893,0.007709,0.006916,-0.000793
1894,0.007458,0.006875,-0.000583
1895,0.007416,0.006708,-0.000708
1896,0.007291,0.006791,-0.0005
1897,0.007333,0.00675,-0.000583
1898,0.007459,0.007583,0.000124
1899,0.007417,0.007125,-0.000292
1900,0.007333,0.006792,-0.000541
1901,0.007333,0.006875,-0.000458
1902,0.007375,0.006875,-0.0005
1903,0.007375,0.006708,-0.000667
1904,0.007375,0.006834,-0.000541
1905,0.007459,0.00675,-0.000709
1906,0.007417,0.006792,-0.000625
1907,0.007417,0.006834,-0.000583
1908,0.007375,0.007042,-0.000333
1909,0.007584,0.006791,-0.000793
1910,0.007375,0.006833,-0.000542
1911,0.007458,0.00675,-0.000708
1912,0.0075,0.006791,-0.000709
1913,0.007417,0.006792,-0.000625
1914,0.007375,0.006792,-0.000583
1915,0.0075,0.00675,-0.00075
1916,0.007375,0.006791,-0.000584
1917,0.007334,0.00675,-0.000584
1918,0.007375,0.00675,-0.000625
1919,0.007459,0.00675,-0.000709
1920,0.007417,0.006875,-0.000542
1921,0.007458,0.006792,-0.000666
1922,0.022042,0.006833,-0.015209
1923,0.010458,0.00675,-0.003708
1924,0.007875,0.006958,-0.000917
1925,0.008458,0.006833,-0.001625
1926,0.0075,0.006916,-0.000584
1927,0.007541,0.006833,-0.000708
1928,0.007625,0.006792,-0.000833
1929,0.0075,0.006792,-0.000708
1930,0.007625,0.006792,-0.000833
1931,0.007583,0.006875,-0.000708
1932,0.007459,0.006875,-0.000584
1933,0.007417,0.00675,-0.000667
1934,0.007417,0.006791,-0.000626
1935,0.007458,0.00675,-0.000708
1936,0.007458,0.006708,-0.00075
1937,0.007417,0.006791,-0.000626
1938,0.007459,0.006916,-0.000543
1939,0.007417,0.006791,-0.000626
1940,0.007333,0.006958,-0.000375
1941,0.007666,0.006834,-0.000832
1942,0.007375,0.006792,-0.000583
1943,0.007334,0.00675,-0.000584
1944,0.007334,0.006834,-0.0005
1945,0.0075,0.006792,-0.000708
1946,0.007459,0.006708,-0.000751
1947,0.007333,0.00675,-0.000583
1948,0.007333,0.006708,-0.000625
1949,0.007291,0.006666,-0.000625
1950,0.007333,0.006791,-0.000542
1951,0.007417,0.00675,-0.000667
1952,0.015917,0.006708,-0.009209
1953,0.009875,0.00675,-0.003125
1954,0.007375,0.006875,-0.0005
1955,0.007583,0.006792,-0.000791
1956,0.007458,0.006959,-0.000499
1957,0.007667,0.006708,-0.000959
1958,0.0075,0.00675,-0.00075
1959,0.007416,0.006667,-0.000749
1960,0.007375,0.006667,-0.000708
1961,0.007375,0.006709,-0.000666
1962,0.007416,0.00675,-0.000666
1963,0.007333,0.00675,-0.000583
1964,0.007375,0.006708,-0.000667
1965,0.007416,0.006792,-0.000624
1966,0.007375,0.006708,-0.000667
1967,0.007417,0.006709,-0.000708
1968,0.007417,0.006792,-0.000625
1969,0.007459,0.00675,-0.000709
1970,0.007417,0.006833,-0.000584
1971,0.00925,0.00675,-0.0025
1972,0.010125,0.007,-0.003125
1973,0.01025,0.006833,-0.003417
1974,0.010375,0.00675,-0.003625
1975,0.008625,0.006791,-0.001834
1976,0.007458,0.006708,-0.00075
1977,0.007333,0.00675,-0.000583
1978,0.007375,0.00675,-0.000625
1979,0.007375,0.00675,-0.000625
1980,0.0075,0.00675,-0.00075
1981,0.0075,0.006709,-0.000791
1982,0.00775,0.006917,-0.000833
1983,0.00725,0.006708,-0.000542
1984,0.00725,0.006916,-0.000334
1985,0.007125,0.006833,-0.000292
1986,0.00975,0.006875,-0.002875
1987,0.01025,0.006791,-0.003459
1988,0.009,0.006958,-0.002042
1989,0.00775,0.006792,-0.000958
1990,0.007417,0.006792,-0.000625
1991,0.007333,0.006875,-0.000458
1992,0.007416,0.006916,-0.0005
1993,0.007291,0.00675,-0.000541
1994,0.007625,0.006792,-0.000833
1995,0.007416,0.006833,-0.000583
1996,0.00925,0.006666,-0.002584
1997,0.010291,0.006791,-0.0035
1998,0.008625,0.00675,-0.001875
1999,0.007875,0.006792,-0.001083
2000,0.007833,0.006834,-0.000999
2001,0.007667,0.00675,-0.000917
2002,0.007667,0.006875,-0.000792
2003,0.010333,0.006791,-0.003542
2004,0.010084,0.007,-0.003084
2005,0.010333,0.006708,-0.003625
2006,0.007708,0.006833,-0.000875
2007,0.007666,0.00675,-0.000916
2008,0.007791,0.006791,-0.001
2009,0.007666,0.006708,-0.000958
2010,0.007875,0.006708,-0.001167
2011,0.007708,0.00675,-0.000958
2012,0.007875,0.00675,-0.001125
2013,0.010708,0.006834,-0.003874
2014,0.007917,0.006875,-0.001042
2015,0.00775,0.006917,-0.000833
2016,0.007792,0.006792,-0.001
2017,0.007709,0.006792,-0.000917
2018,0.007959,0.006792,-0.001167
2019,0.00925,0.00675,-0.0025
2020,0.007833,0.007084,-0.000749
2021,0.008,0.006792,-0.001208
2022,0.007917,0.006708,-0.001209
2023,0.008125,0.006791,-0.001334
2024,0.007959,0.0075,-0.000459
2025,0.007417,0.006875,-0.000542
2026,0.010667,0.006834,-0.003833
2027,0.0105,0.00675,-0.00375
2028,0.008458,0.006833,-0.001625
2029,0.008208,0.006667,-0.001541
2030,0.007625,0.006834,-0.000791
2031,0.007667,0.006708,-0.000959
2032,0.007667,0.006708,-0.000959
2033,0.007834,0.006667,-0.001167
2034,0.007625,0.00675,-0.000875
2035,0.007792,0.011792,0.004
2036,0.007792,0.007375,-0.000417
2037,0.007834,0.006875,-0.000959
2038,0.007708,0.007041,-0.000667
2039,0.007834,0.006791,-0.001043
2040,0.007625,0.006791,-0.000834
2041,0.00775,0.006792,-0.000958
2042,0.007666,0.006875,-0.000791
2043,0.015583,0.006958,-0.008625
2044,0.008375,0.006834,-0.001541
2045,0.008125,0.006917,-0.001208
2046,0.015459,0.006958,-0.008501
2047,0.008041,0.006958,-0.001083
2048,0.008333,0.006875,-0.001458
2049,0.010334,0.006792,-0.003542
2050,0.010167,0.006833,-0.003334
2051,0.00825,0.00675,-0.0015
2052,0.008208,0.007042,-0.001166
2053,0.010625,0.007042,-0.003583
2054,0.010042,0.006792,-0.00325
2055,0.022833,0.006917,-0.015916
2056,0.007958,0.00675,-0.001208
2057,0.00775,0.006709,-0.001041
2058,0.007875,0.00675,-0.001125
2059,0.007917,0.006834,-0.001083
2060,0.008208,0.006833,-0.001375
2061,0.00775,0.006916,-0.000834
2062,0.00775,0.006791,-0.000959
2063,0.009417,0.006666,-0.002751
2064,0.008167,0.006875,-0.001292
2065,0.007875,0.006708,-0.001167
2066,0.008042,0.006958,-0.001084
2067,0.00775,0.006792,-0.000958
2068,0.007667,0.007,-0.000667
2069,0.007875,0.00675,-0.001125
2070,0.007583,0.006833,-0.00075
2071,0.007667,0.006708,-0.000959
2072,0.00775,0.006792,-0.000958
2073,0.007708,0.00675,-0.000958
2074,0.007917,0.006916,-0.001001
2075,0.008,0.00675,-0.00125
2076,0.007375,0.006708,-0.000667
2077,0.007375,0.00675,-0.000625
2078,0.007459,0.00675,-0.000709
2079,0.0075,0.006792,-0.000708
2080,0.009208,0.00675,-0.002458
2081,0.007583,0.006708,-0.000875
2082,0.007459,0.00675,-0.000709
2083,0.007417,0.00675,-0.000667
2084,0.007583,0.007,-0.000583
2085,0.007625,0.00675,-0.000875
2086,0.007375,0.006833,-0.000542
2087,0.00775,0.006708,-0.001042
2088,0.007417,0.00675,-0.000667
2089,0.007584,0.006791,-0.000793
2090,0.007375,0.006791,-0.000584
2091,0.007459,0.006916,-0.000543
2092,0.007458,0.006791,-0.000667
2093,0.007291,0.00675,-0.000541
2094,0.0075,0.006833,-0.000667
2095,0.007375,0.006916,-0.000459
2096,0.007459,0.006833,-0.000626
2097,0.0075,0.006875,-0.000625
2098,0.007417,0.006792,-0.000625
2099,0.007459,0.00675,-0.000709
2100,0.007333,0.007041,-0.000292
2101,0.0075,0.006791,-0.000709
2102,0.007333,0.006833,-0.0005
2103,0.007334,0.006709,-0.000625
2104,0.007458,0.006875,-0.000583
2105,0.007417,0.00675,-0.000667
2106,0.007292,0.006875,-0.000417
2107,0.007334,0.00675,-0.000584
2108,0.007417,0.006834,-0.000583
2109,0.007583,0.006833,-0.00075
2110,0.007291,0.006833,-0.000458
2111,0.007375,0.00675,-0.000625
2112,0.007292,0.00675,-0.000542
2113,0.007375,0.00675,-0.000625
2114,0.007375,0.006916,-0.000459
2115,0.007333,0.006791,-0.000542
2116,0.007334,0.007,-0.000334
2117,0.0075,0.006792,-0.000708
2118,0.007333,0.006792,-0.000541
2119,0.007333,0.006875,-0.000458
2120,0.00725,0.00675,-0.0005
2121,0.007458,0.006834,-0.000624
2122,0.007333,0.006833,-0.0005
2123,0.007375,0.00675,-0.000625
2124,0.007375,0.006792,-0.000583
2125,0.007375,0.006833,-0.000542
2126,0.007292,0.006833,-0.000459
2127,0.007334,0.006709,-0.000625
2128,0.007458,0.00675,-0.000708
2129,0.007292,0.00675,-0.000542
2130,0.007292,0.006833,-0.000459
2131,0.0075,0.006792,-0.000708
2132,0.007375,0.007042,-0.000333
2133,0.007625,0.006792,-0.000833
2134,0.007375,0.006791,-0.000584
2135,0.007291,0.006708,-0.000583
2136,0.007375,0.006792,-0.000583
2137,0.007334,0.006917,-0.000417
2138,0.007375,0.00675,-0.000625
2139,0.007458,0.006791,-0.000667
2140,0.007292,0.00675,-0.000542
2141,0.007584,0.006792,-0.000792
2142,0.0075,0.006792,-0.000708
2143,0.007334,0.00675,-0.000584
2144,0.007625,0.006791,-0.000834
2145,0.007334,0.006833,-0.000501
2146,0.007375,0.006833,-0.000542
2147,0.007417,0.006834,-0.000583
2148,0.007417,0.007,-0.000417
2149,0.007667,0.006667,-0.001
2150,0.007459,0.02025,0.012791
2151,0.007458,0.010208,0.00275
2152,0.007542,0.01125,0.003708
2153,0.007417,0.009459,0.002042
2154,0.007417,0.007292,-0.000125
2155,0.007667,0.00725,-0.000417
2156,0.007541,0.007292,-0.000249
2157,0.007291,0.007209,-8.2e-05
2158,0.007333,0.007542,0.000209
2159,0.007334,0.007167,-0.000167
2160,0.0075,0.007791,0.000291
2161,0.007458,0.007125,-0.000333
2162,0.007708,0.006958,-0.00075
2163,0.007375,0.007625,0.00025
2164,0.007458,0.01,0.002542
2165,0.007584,0.009416,0.001832
2166,0.007291,0.009416,0.002125
2167,0.007416,0.00975,0.002334
2168,0.019208,0.007416,-0.011792
2169,0.01125,0.006791,-0.004459
2170,0.008375,0.006875,-0.0015
2171,0.007917,0.00675,-0.001167
2172,0.008167,0.00675,-0.001417
2173,0.007417,0.012625,0.005208
2174,0.007292,0.0075,0.000208
2175,0.007292,0.006875,-0.000417
2176,0.007583,0.006833,-0.00075
2177,0.007417,0.006875,-0.000542
2178,0.007375,0.006833,-0.000542
2179,0.0075,0.006791,-0.000709
2180,0.007666,0.007041,-0.000625
2181,0.007708,0.006875,-0.000833
2182,0.00725,0.006917,-0.000333
2183,0.007333,0.006792,-0.000541
