repetition,system,payload_label,payload_bytes,payload_display,requests,errors,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,session_lookup_ms,arbitration_ms,tool_exec_ms,total_ms,tool_exec_share_pct
24,seccomp,medium,10240,"10 KB (10,240 B)",2000,0,0.885,0.865,1.011,1.138,0.004,0.005,0.28,0.7,39.831
24,seccomp,large,1048576,"1 MB (1,048,576 B)",2000,0,9.837,9.48,10.694,14.975,0.006,0.007,3.852,6.319,60.711
25,kernel,small,100,100 B,2000,0,0.827,0.797,0.999,1.094,0.004,0.028,0.258,0.687,37.585
25,kernel,medium,10240,"10 KB (10,240 B)",2000,0,0.852,0.84,0.934,1.017,0.004,0.027,0.274,0.69,39.65
25,kernel,large,1048576,"1 MB (1,048,576 B)",2000,0,7.158,7.045,7.837,8.515,0.005,0.035,3.706,4.15,89.302
25,userspace,small,100,100 B,2000,0,0.822,0.783,0.983,1.043,0.004,0.004,0.268,0.685,39.11
25,userspace,medium,10240,"10 KB (10,240 B)",2000,0,0.85,0.813,1.028,1.096,0.004,0.004,0.283,0.69,40.989
25,userspace,large,1048576,"1 MB (1,048,576 B)",2000,0,7.526,7.42,8.206,9.016,0.005,0.005,3.747,4.16,90.073
25,seccomp,small,100,100 B,2000,0,0.839,0.813,0.996,1.119,0.004,0.005,0.264,0.677,39.092
25,seccomp,medium,10240,"10 KB (10,240 B)",2000,0,0.874,0.858,0.974,1.098,0.004,0.005,0.273,0.691,39.469
25,seccomp,large,1048576,"1 MB (1,048,576 B)",2000,0,9.659,9.498,10.529,11.523,0.006,0.007,3.762,6.2,60.66
26,userspace,small,100,100 B,2000,0,0.832,0.788,1.002,1.065,0.004,0.004,0.269,0.694,38.698
26,userspace,medium,10240,"10 KB (10,240 B)",2000,0,0.838,0.805,0.978,1.121,0.004,0.004,0.284,0.683,40.603
26,userspace,large,1048576,"1 MB (1,048,576 B)",2000,0,7.836,7.453,9.316,12.488,0.006,0.006,3.884,4.325,89.838
26,seccomp,small,100,100 B,2000,0,0.818,0.797,0.979,1.06,0.004,0.005,0.255,0.66,38.611
26,seccomp,medium,10240,"10 KB (10,240 B)",2000,0,0.885,0.859,1.037,1.214,0.004,0.005,0.277,0.701,39.371
26,seccomp,large,1048576,"1 MB (1,048,576 B)",2000,0,9.447,9.294,10.232,11.435,0.006,0.008,3.693,6.084,60.729
26,kernel,small,100,100 B,2000,0,0.816,0.797,0.939,1.051,0.004,0.027,0.257,0.677,37.884
26,kernel,medium,10240,"10 KB (10,240 B)",2000,0,0.867,0.842,1.022,1.172,0.004,0.028,0.279,0.702,39.592
26,kernel,large,1048576,"1 MB (1,048,576 B)",2000,0,7.202,7.058,7.943,8.719,0.005,0.035,3.718,4.168,89.2
27,userspace,small,100,100 B,2000,0,0.806,0.773,0.983,1.039,0.004,0.004,0.259,0.675,38.457
27,userspace,medium,10240,"10 KB (10,240 B)",2000,0,0.83,0.811,0.975,1.057,0.004,0.004,0.273,0.675,40.376
27,userspace,large,1048576,"1 MB (1,048,576 B)",2000,0,7.628,7.498,8.437,9.297,0.006,0.006,3.796,4.222,89.91
27,seccomp,small,100,100 B,2000,0,0.817,0.795,0.974,1.041,0.004,0.005,0.256,0.661,38.639
27,seccomp,medium,10240,"10 KB (10,240 B)",2000,0,0.872,0.855,0.992,1.1,0.004,0.005,0.271,0.692,39.199
27,seccomp,large,1048576,"1 MB (1,048,576 B)",2000,0,9.423,9.302,10.194,10.829,0.005,0.007,3.683,6.053,60.817
27,kernel,small,100,100 B,2000,0,0.93,0.866,1.065,1.23,0.005,0.03,0.284,0.747,37.708
27,kernel,medium,10240,"10 KB (10,240 B)",2000,0,0.889,0.87,1.017,1.182,0.005,0.03,0.284,0.715,39.553
27,kernel,large,1048576,"1 MB (1,048,576 B)",2000,0,7.671,7.259,8.471,10.428,0.006,0.039,3.949,4.428,89.047
28,kernel,small,100,100 B,2000,0,0.815,0.794,0.969,1.053,0.004,0.027,0.254,0.678,37.425
28,kernel,medium,10240,"10 KB (10,240 B)",2000,0,0.854,0.834,0.988,1.121,0.004,0.028,0.27,0.691,38.933
28,kernel,large,1048576,"1 MB (1,048,576 B)",2000,0,7.123,7.022,7.752,8.437,0.005,0.035,3.686,4.131,89.242
28,seccomp,small,100,100 B,2000,0,0.819,0.8,0.95,1.048,0.004,0.005,0.255,0.661,38.5
28,seccomp,medium,10240,"10 KB (10,240 B)",2000,0,0.897,0.869,1.065,1.139,0.004,0.005,0.283,0.711,39.815
28,seccomp,large,1048576,"1 MB (1,048,576 B)",2000,0,9.436,9.288,10.241,11.156,0.006,0.007,3.686,6.074,60.743
28,userspace,small,100,100 B,2000,0,0.857,0.778,1.019,2.589,0.005,0.005,0.285,0.712,39.272
28,userspace,medium,10240,"10 KB (10,240 B)",2000,0,0.843,0.82,0.997,1.079,0.004,0.004,0.279,0.685,40.779
28,userspace,large,1048576,"1 MB (1,048,576 B)",2000,0,7.717,7.498,8.537,9.502,0.006,0.005,3.835,4.262,89.899
29,kernel,small,100,100 B,2000,0,0.852,0.807,0.996,1.118,0.004,0.028,0.266,0.709,37.717
29,kernel,medium,10240,"10 KB (10,240 B)",2000,0,0.877,0.853,1.016,1.182,0.004,0.028,0.28,0.709,39.493
29,kernel,large,1048576,"1 MB (1,048,576 B)",2000,0,7.284,7.172,8.03,8.696,0.005,0.036,3.78,4.23,89.364
29,userspace,small,100,100 B,2000,0,0.811,0.774,0.98,1.042,0.004,0.004,0.263,0.677,38.872
29,userspace,medium,10240,"10 KB (10,240 B)",2000,0,0.839,0.812,0.999,1.1,0.004,0.004,0.278,0.682,40.677
29,userspace,large,1048576,"1 MB (1,048,576 B)",2000,0,7.582,7.457,8.321,8.99,0.005,0.005,3.787,4.204,90.05
29,seccomp,small,100,100 B,2000,0,0.837,0.809,0.998,1.115,0.005,0.005,0.259,0.675,38.374
29,seccomp,medium,10240,"10 KB (10,240 B)",2000,0,1.068,0.921,1.488,3.903,0.005,0.006,0.353,0.839,40.832
29,seccomp,large,1048576,"1 MB (1,048,576 B)",2000,0,10.304,9.745,11.858,17.95,0.007,0.008,4.137,6.645,61.366
30,kernel,small,100,100 B,2000,0,1.006,0.819,1.707,3.884,0.006,0.033,0.333,0.827,39.095
30,kernel,medium,10240,"10 KB (10,240 B)",2000,0,1.087,0.895,1.591,3.241,0.005,0.037,0.382,0.879,41.262
30,kernel,large,1048576,"1 MB (1,048,576 B)",2000,0,8.006,7.38,9.782,16.038,0.007,0.043,4.203,4.714,88.939
30,userspace,small,100,100 B,2000,0,0.806,0.771,0.976,1.059,0.004,0.004,0.26,0.673,38.544
30,userspace,medium,10240,"10 KB (10,240 B)",2000,0,0.836,0.813,0.991,1.068,0.004,0.004,0.276,0.679,40.614
30,userspace,large,1048576,"1 MB (1,048,576 B)",2000,0,7.744,7.436,8.745,10.238,0.006,0.006,3.874,4.31,89.804
30,seccomp,small,100,100 B,2000,0,0.809,0.793,0.898,1.052,0.004,0.005,0.249,0.653,38.15
30,seccomp,medium,10240,"10 KB (10,240 B)",2000,0,1.082,0.9,1.511,3.797,0.005,0.006,0.349,0.847,40.827
30,seccomp,large,1048576,"1 MB (1,048,576 B)",2000,0,9.975,9.607,11.007,14.284,0.006,0.007,3.925,6.433,60.978
