repetition,system,agents,concurrency,measurement_seconds,requests,errors,error_rate,throughput_rps,throughput_std_rps,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms
15,kernel,1,1,5.0,5346,0,0.0,1069.2,6.723,0.931,0.938,1.017,1.087
16,userspace,1,1,5.0,5137,0,0.0,1027.4,138.812,0.969,0.9,1.041,2.197
16,seccomp,1,1,5.0,5380,0,0.0,1076.0,8.0,0.925,0.933,1.013,1.072
16,kernel,1,1,5.0,5258,0,0.0,1051.6,24.674,0.947,0.942,1.069,1.332
17,kernel,1,1,5.0,5302,0,0.0,1060.4,13.667,0.939,0.942,1.036,1.147
17,userspace,1,1,5.0,5582,0,0.0,1116.4,2.702,0.892,0.899,0.972,1.028
17,seccomp,1,1,5.0,5397,0,0.0,1079.4,4.159,0.922,0.931,1.009,1.057
18,seccomp,1,1,5.0,5358,0,0.0,1071.6,2.074,0.929,0.938,1.014,1.067
18,userspace,1,1,5.0,5614,0,0.0,1122.8,6.723,0.887,0.897,0.966,1.013
18,kernel,1,1,5.0,5345,0,0.0,1069.0,3.082,0.932,0.942,1.015,1.074
19,userspace,1,1,5.0,5489,0,0.0,1097.8,28.7,0.907,0.903,0.991,1.085
19,seccomp,1,1,5.0,5385,0,0.0,1077.0,1.581,0.924,0.933,1.008,1.064
19,kernel,1,1,5.0,5375,0,0.0,1075.0,2.55,0.926,0.933,1.022,1.083
20,kernel,1,1,5.0,5357,0,0.0,1071.4,3.578,0.929,0.938,1.016,1.082
20,userspace,1,1,5.0,5571,0,0.0,1114.2,5.495,0.894,0.901,0.971,1.018
20,seccomp,1,1,5.0,5351,0,0.0,1070.2,1.483,0.93,0.938,1.019,1.088
21,seccomp,1,1,5.0,5370,0,0.0,1074.0,1.581,0.927,0.935,1.012,1.069
21,kernel,1,1,5.0,5313,0,0.0,1062.6,2.074,0.937,0.946,1.022,1.078
21,userspace,1,1,5.0,5527,0,0.0,1105.4,4.278,0.901,0.908,0.983,1.038
22,kernel,1,1,5.0,5353,0,0.0,1070.6,8.961,0.93,0.94,1.023,1.088
22,userspace,1,1,5.0,5520,0,0.0,1104.0,15.811,0.902,0.904,0.973,1.022
22,seccomp,1,1,5.0,5271,0,0.0,1054.2,15.271,0.944,0.943,1.032,1.124
23,seccomp,1,1,5.0,5287,0,0.0,1057.4,9.317,0.941,0.944,1.034,1.127
23,kernel,1,1,5.0,5299,0,0.0,1059.8,26.49,0.939,0.936,1.025,1.128
23,userspace,1,1,5.0,5305,0,0.0,1061.0,80.415,0.938,0.897,0.983,1.135
24,userspace,1,1,5.0,5562,0,0.0,1112.4,9.37,0.895,0.903,0.976,1.023
24,kernel,1,1,5.0,5286,0,0.0,1057.2,4.658,0.942,0.952,1.033,1.1
24,seccomp,1,1,5.0,5305,0,0.0,1061.0,26.739,0.938,0.937,1.016,1.083
25,kernel,1,1,5.0,5351,0,0.0,1070.2,2.588,0.93,0.94,1.014,1.074
25,userspace,1,1,5.0,5561,0,0.0,1112.2,4.324,0.895,0.901,0.976,1.033
25,seccomp,1,1,5.0,5317,0,0.0,1063.4,5.32,0.939,0.944,1.015,1.068
26,userspace,1,1,5.0,5577,0,0.0,1115.4,6.148,0.892,0.9,0.969,1.023
26,seccomp,1,1,5.0,5373,0,0.0,1074.6,2.702,0.926,0.937,1.01,1.066
26,kernel,1,1,5.0,5291,0,0.0,1058.2,22.676,0.941,0.942,1.018,1.105
27,userspace,1,1,5.0,5533,0,0.0,1106.6,3.578,0.9,0.905,0.982,1.048
27,seccomp,1,1,5.0,5332,0,0.0,1066.4,3.507,0.933,0.943,1.007,1.055
27,kernel,1,1,5.0,5306,0,0.0,1061.2,4.604,0.938,0.947,1.014,1.063
28,kernel,1,1,5.0,5369,0,0.0,1073.8,1.924,0.927,0.937,1.015,1.08
28,seccomp,1,1,5.0,5359,0,0.0,1071.8,4.817,0.929,0.936,1.01,1.065
28,userspace,1,1,5.0,5513,0,0.0,1102.6,6.427,0.903,0.909,0.985,1.04
29,kernel,1,1,5.0,5333,0,0.0,1066.6,3.782,0.933,0.942,1.017,1.071
29,userspace,1,1,5.0,5239,0,0.0,1047.8,52.428,0.942,0.912,1.009,1.192
29,seccomp,1,1,5.0,5282,0,0.0,1056.4,49.202,0.942,0.93,1.062,1.358
30,kernel,1,1,5.0,5019,0,0.0,1003.8,66.058,0.992,0.947,1.088,1.552
30,userspace,1,1,5.0,5225,0,0.0,1045.0,70.587,0.952,0.899,1.225,2.105
30,seccomp,1,1,5.0,5375,0,0.0,1075.0,3.082,0.926,0.935,1.007,1.053
