system,agents,concurrency,runs,measurement_seconds,requests_mean,errors_mean,throughput_rps,throughput_rps_std,throughput_rps_ci_lo,throughput_rps_ci_hi,error_rate,error_rate_std,error_rate_ci_lo,error_rate_ci_hi,latency_avg_ms,latency_avg_ms_std,latency_avg_ms_ci_lo,latency_avg_ms_ci_hi,latency_p50_ms,latency_p50_ms_std,latency_p50_ms_ci_lo,latency_p50_ms_ci_hi,latency_p95_ms,latency_p95_ms_std,latency_p95_ms_ci_lo,latency_p95_ms_ci_hi,latency_p99_ms,latency_p99_ms_std,latency_p99_ms_ci_lo,latency_p99_ms_ci_hi,throughput_pvalue_vs_userspace,latency_p95_pvalue_vs_userspace
kernel,1,1,30,5.0,5279.0,0.0,1055.8,25.805,1046.566,1065.034,0.0,0.0,0.0,0.0,0.943,0.024,0.935,0.952,0.941,0.005,0.939,0.943,1.037,0.042,1.022,1.052,1.215,0.342,1.093,1.337,0.0023,0.09082
seccomp,1,1,30,5.0,5235.733,0.0,1047.147,47.837,1030.028,1064.265,0.0,0.0,0.0,0.0,0.953,0.05,0.935,0.97,0.938,0.007,0.935,0.94,1.071,0.188,1.004,1.139,1.288,0.445,1.129,1.447,0.002552,0.120112
userspace,1,1,30,5.0,5396.333,0.0,1079.267,33.343,1067.335,1091.198,0.0,0.0,0.0,0.0,0.923,0.029,0.913,0.933,0.905,0.005,0.903,0.907,1.016,0.055,0.996,1.036,1.29,0.323,1.175,1.406,,
