system,attack_type,scenario_group,attack_case,mode,attack_profile,status,decision,error,latency_ms,unauthorized_success,expected_reject,invariant_violated
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.498,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.359,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.828,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.377,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.151,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.695,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.955,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.898,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.666,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.969,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.909,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.674,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.028,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.052,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.676,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.966,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.019,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.598,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.917,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.963,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.606,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.919,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.884,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.668,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.88,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.067,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.564,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.879,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.881,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.779,0,1,0
userspace,replay,B,forged_approval_ticket,userspace,tamper_approval,ok,ALLOW,,1.375,1,1,1
userspace,replay,B,cross_agent_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.52,1,1,1
userspace,replay,B,cross_tool_ticket_reuse,userspace,tamper_approval,error,ALLOW,no GUI session available (DISPLAY/WAYLAND_DISPLAY unset),1.269,0,1,0
userspace,replay,B,expired_ticket_replay,userspace,tamper_approval,ok,ALLOW,,1.572,1,1,1
userspace,replay,B,denied_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,2.602,1,1,1
userspace,replay,B,forged_approval_ticket,userspace,tamper_approval,ok,ALLOW,,3.644,1,1,1
userspace,replay,B,cross_agent_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,2.112,1,1,1
userspace,replay,B,cross_tool_ticket_reuse,userspace,tamper_approval,error,ALLOW,no GUI session available (DISPLAY/WAYLAND_DISPLAY unset),0.845,0,1,0
userspace,replay,B,expired_ticket_replay,userspace,tamper_approval,ok,ALLOW,,1.738,1,1,1
userspace,replay,B,denied_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.412,1,1,1
userspace,replay,B,forged_approval_ticket,userspace,tamper_approval,ok,ALLOW,,5.197,1,1,1
userspace,replay,B,cross_agent_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,2.614,1,1,1
userspace,replay,B,cross_tool_ticket_reuse,userspace,tamper_approval,error,ALLOW,no GUI session available (DISPLAY/WAYLAND_DISPLAY unset),0.932,0,1,0
userspace,replay,B,expired_ticket_replay,userspace,tamper_approval,ok,ALLOW,,1.317,1,1,1
userspace,replay,B,denied_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.068,1,1,1
userspace,replay,B,forged_approval_ticket,userspace,tamper_approval,ok,ALLOW,,1.18,1,1,1
userspace,replay,B,cross_agent_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.067,1,1,1
userspace,replay,B,cross_tool_ticket_reuse,userspace,tamper_approval,error,ALLOW,no GUI session available (DISPLAY/WAYLAND_DISPLAY unset),0.735,0,1,0
userspace,replay,B,expired_ticket_replay,userspace,tamper_approval,ok,ALLOW,,0.857,1,1,1
userspace,replay,B,denied_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,0.964,1,1,1
userspace,replay,B,forged_approval_ticket,userspace,tamper_approval,ok,ALLOW,,1.038,1,1,1
userspace,replay,B,cross_agent_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,0.982,1,1,1
userspace,replay,B,cross_tool_ticket_reuse,userspace,tamper_approval,error,ALLOW,no GUI session available (DISPLAY/WAYLAND_DISPLAY unset),0.853,0,1,0
userspace,replay,B,expired_ticket_replay,userspace,tamper_approval,ok,ALLOW,,0.87,1,1,1
userspace,replay,B,denied_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,0.888,1,1,1
