mode,samples,avg_ms,std_ms,ci95_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms
full,100000,0.007297,0.016916,0.000105,0.006916,0.007792,0.011625,0.0065,4.938707
skip_ticket,100000,0.007646,0.002425,1.5e-05,0.007333,0.008458,0.013416,0.006833,0.378667
skip_binding,100000,0.007489,0.001665,1e-05,0.007292,0.008125,0.010875,0.006833,0.254375
skip_hash,100000,0.007507,0.001283,8e-06,0.007334,0.008125,0.010709,0.006834,0.202667
skip_lookups,100000,0.007412,0.00098,6e-06,0.00725,0.007959,0.010834,0.006833,0.131749
